Code SIPeC - Final,Etiquette SIPeC - Final,Comprehension de lecture,Redaction,Numeratie,Litteratie numerique,Communication verbale : ecoute active,Communication verbale : comprehension orale,Communication verbale : expression orale,Pensee critique,Prise de decisions,Evaluation,Strategies d'apprentissage et d'enseignement,Resolution de problemes,Analyse de systemes,Production numerique,Maintenance preventive,Selection des equipements et d'outils,Fonctionnement et controle,Surveillance fonctionnement des equipements et de la machinerie,Test de controle de la qualite,Reparer,Ajustage -- montage,Conception de produit,Depannage,Gestion des ressources financieres,Gestion des ressources materielles,Gestion des ressources humaines,Suivi de performance,Gestion du temps,Coordination,Instruire,Negociation,Persuasion,Perception sociale
32129.03,Prothésistes et orthésistes,4,4,3,2,3,3,3,3,3,3,3,4,3,3,1,3,2,3,2,2,2,5,3,0,3,3,3,3,2,3,2,3,4
32129.04,Techniciens prothésistes/techniciennes prothésistes et techniciens orthésistes/techniciennes orthésistes,3,2,3,1,3,3,3,2,2,2,3,3,3,2,3,4,2,3,4,2,2,4,3,0,3,2,2,3,2,3,2,2,2
32200.01,Praticiens/praticiennes de médecine traditionnelle chinoise,3,3,2,1,3,3,3,3,3,3,3,3,3,0,0,2,2,2,2,0,0,0,1,3,3,2,3,2,2,3,3,3,4
32200.02,Acupuncteurs/acupunctrices,3,3,2,1,3,3,3,3,3,3,3,3,3,0,0,2,1,2,2,0,1,0,1,3,3,2,3,2,2,3,2,3,4
32201,Massothérapeutes,2,2,2,1,3,2,3,2,2,2,3,2,2,0,0,1,0,0,1,0,0,0,1,3,2,2,2,2,1,2,1,2,3
32209.01,Herboristes,3,3,2,1,3,3,3,3,3,3,3,3,3,0,0,1,1,0,2,0,0,2,1,3,2,2,3,2,2,3,2,3,4
32209.02,Praticien/praticienne en médecine ostéopathique manuelle,3,3,2,1,3,3,3,3,3,3,3,3,3,0,0,1,1,0,2,0,0,0,1,3,3,2,3,2,2,3,2,3,4
32209.03,Homéopathes,3,3,2,1,3,3,3,3,3,3,3,3,3,0,0,1,1,0,2,0,0,0,1,3,2,2,3,2,2,3,2,3,4
32209.04,Réflexologues,2,2,2,1,3,3,3,2,2,3,2,2,2,0,0,1,1,0,2,0,0,0,1,3,2,2,2,2,1,2,2,3,3
32209.05,Nutritionniste holistique,3,3,3,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0,2,0,0,0,1,3,3,2,3,3,2,3,2,3,4
32209.06,Naturothérapeute,3,3,2,2,3,3,3,3,3,3,3,3,3,0,0,1,1,0,1,0,0,0,1,3,3,2,3,2,2,3,2,3,4
33100.01,Assistants/assistantes dentaires,2,2,2,2,3,2,2,2,2,2,2,2,2,0,2,1,2,2,2,0,1,0,2,0,2,1,2,2,2,2,2,2,2
33100.02,Auxiliaires dans les laboratoires dentaires,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,3,3,3,3,2,1,3,2,0,2,1,2,2,2,2,2,1,1
33101,Assistants/assistantes de laboratoires médicaux et préposés/préposées techniques reliés,2,2,2,2,3,3,3,3,2,2,3,2,2,0,2,2,3,2,3,2,2,0,2,0,2,2,2,2,2,3,2,1,3
33102,"Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires",2,2,2,1,3,2,2,2,2,2,2,2,2,0,1,1,2,2,2,0,1,0,2,0,3,1,2,2,2,2,2,2,3
33103,Assistants techniques/assistantes techniques en pharmacie et assistants/assistantes en pharmacie,2,2,2,1,3,2,2,2,2,2,2,2,2,0,1,0,1,0,2,0,0,0,1,1,2,1,2,1,2,1,1,1,2
33109.01,Techniciens/techniciennes en audiométrie,2,2,2,2,3,3,3,3,2,3,3,3,2,0,2,3,3,3,3,2,1,2,2,0,2,2,2,2,2,3,1,2,3
33109.02,Technologues en orthopédie,2,3,3,2,3,3,3,3,3,3,3,3,2,0,2,1,1,0,3,0,1,2,1,0,2,2,3,3,3,3,2,3,3
33109.03,Aides en réadaptation,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,1,2,0,2,1,1,0,2,1,2,1,2,2,2,3,2,2,3
33109.04,Assistants/Assistantes en ophtalmologie,2,2,2,1,3,3,3,2,2,2,2,2,2,0,2,3,2,0,2,2,1,0,2,0,2,1,2,2,2,2,2,2,2
33109.05,Techniciens/techniciennes et assistants/assistantes de laboratoire d'optique et d'ophtalmologie,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,3,3,3,4,3,1,0,2,0,2,2,2,2,1,2,1,1,2
33109.06,Techniciens/techniciennes en processus de stérilisation,2,2,2,1,2,2,2,2,2,2,2,2,2,0,3,2,3,3,3,2,1,0,2,0,3,1,2,2,2,2,1,1,2
33109.07,Aides dans les cliniques de collecte de sang,2,2,2,1,2,2,2,2,2,2,2,2,2,0,1,2,2,0,0,0,1,0,2,0,2,1,2,2,2,2,1,1,3
33109.08,Préposés à la morgue,2,2,3,1,2,2,2,2,2,2,3,3,2,0,2,3,0,0,0,1,0,0,2,0,3,2,2,2,2,2,2,2,2
40010,Gestionnaires de la fonction publique - élaboration de politiques et administration de programmes sociaux et de santé,5,4,4,4,4,4,4,5,5,5,4,4,5,0,0,0,0,0,2,0,0,0,0,5,5,5,5,5,5,4,5,4,4
40011,"Gestionnaires de la fonction publique - analyse économique, élaboration de politiques et administration de programmes",5,4,5,4,4,4,4,5,5,5,4,4,5,0,0,0,0,0,2,0,0,0,0,5,5,5,5,5,5,4,5,4,4
40012,Gestionnaires de la fonction publique - élaboration de politiques en matière d'éducation et administration de programmes,5,4,4,4,4,4,4,5,5,5,4,4,5,0,0,0,0,0,2,0,0,0,0,5,5,5,5,5,5,4,5,4,4
40019,Autres gestionnaires de la fonction publique,4,4,4,3,4,4,4,4,4,4,4,4,4,0,0,0,0,0,2,0,0,0,0,5,5,5,5,5,5,4,5,5,4
40020.01,Administrateurs/administratrices de faculté,4,4,3,3,4,4,4,4,5,5,4,4,4,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,4,4
40020.02,Registraires,4,4,3,3,4,4,4,4,4,4,4,4,4,0,0,0,0,0,2,0,0,0,0,4,4,4,5,5,5,4,5,4,4
40020.03,Administrateurs/administratrices d'autres types d'écoles de formation professionnelle,4,4,3,3,4,4,4,4,5,4,4,4,4,0,0,0,0,0,2,0,0,0,0,5,5,5,5,5,5,4,5,4,5
40021.01,Directeurs/directrices d'école,4,4,4,3,4,4,4,4,5,5,5,4,4,0,0,0,0,0,1,0,0,0,0,5,5,4,5,5,5,5,5,5,5
40021.02,Administrateurs/administratrices de programmes d'enseignement aux niveaux primaire et secondaire,4,4,3,3,4,4,4,4,5,5,4,4,4,0,0,0,0,0,1,0,0,0,0,5,5,4,5,5,5,4,5,5,5
40030,"Directeurs/directrices des services sociaux, communautaires et correctionnels",5,4,4,3,5,4,4,5,5,5,4,4,4,0,0,0,0,0,2,0,0,0,0,5,4,5,5,5,5,4,5,5,5
40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,3,4,3,2,4,4,4,4,4,4,4,4,4,0,0,0,2,2,2,0,0,0,0,5,5,5,5,5,5,4,5,5,5
40041,Chefs et officiers supérieurs/officières supérieures des services d'incendie,3,3,3,2,3,4,4,4,4,4,4,4,4,0,2,3,3,3,4,1,1,0,2,4,3,5,5,5,5,4,5,4,3
40042,Officiers/officières de direction des Forces armées canadiennes,3,4,3,2,2,4,4,4,5,4,4,4,4,0,2,1,2,3,0,1,0,0,0,4,5,5,5,5,5,4,5,5,3
41100,Juges,5,5,2,2,5,5,5,5,5,4,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,5
41101,Avocats/avocates (partout au Canada) et notaires (au Québec),5,5,3,3,5,5,5,5,4,4,3,5,4,0,0,0,0,0,1,0,0,0,0,3,2,3,3,5,3,3,5,5,5
41200,Professeurs/professeures et chargés/chargées de cours au niveau universitaire,5,5,3,4,4,5,5,5,4,4,5,5,4,4,0,1,1,0,2,0,0,0,0,2,2,2,4,3,3,5,2,4,3
41201.01,Assistants/assistantes d'enseignement au niveau postsecondaire,4,3,2,2,4,4,4,3,2,3,4,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,3,4,2,3,3
41201.02,Assistants/assistantes de recherche au niveau postsecondaire,4,4,4,3,3,4,4,4,3,3,3,4,3,0,0,0,0,0,2,0,0,0,0,1,2,0,2,3,3,2,2,3,3
41210,Enseignants/enseignantes au niveau collégial et autres instructeurs/instructrices en formation professionnelle,4,4,3,3,4,4,4,3,3,4,5,3,3,0,2,2,1,2,2,0,0,0,2,2,2,2,4,3,3,5,3,3,4
41220,Enseignants/enseignantes au niveau secondaire,3,3,3,2,4,3,4,3,3,4,5,3,3,0,0,1,1,0,1,0,0,0,0,0,2,2,3,3,3,5,3,3,4
41221,Enseignants/enseignantes aux niveaux primaire et préscolaire,3,3,3,2,4,3,3,3,3,3,5,3,3,0,0,1,0,0,1,0,0,0,0,1,2,2,3,3,3,4,3,3,5
41300,Travailleurs sociaux/travailleuses sociales,4,4,2,2,5,4,4,4,4,3,4,4,3,0,0,0,0,0,1,0,0,0,0,2,1,3,4,4,4,3,4,5,5
41301,Thérapeutes en counseling et thérapies spécialisées connexes,4,4,2,2,5,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,3,1,2,4,3,3,4,4,5,5
41302,Chefs religieux,4,4,2,1,4,3,4,3,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,4,3,3,3,4,3,4,3,4,5
41310.01,Enquêteurs/enquêteuses de police et autres professions d’enquête,3,4,2,3,4,4,3,4,4,4,3,5,3,0,0,2,1,1,1,0,0,0,1,2,3,3,3,3,4,3,4,4,4
41310.02,Coroners et médecins légistes,4,4,3,3,4,4,4,4,3,4,3,3,3,0,0,3,2,2,2,0,0,0,1,2,3,2,3,3,3,3,3,4,3
41311,Agents/agentes de probation et de libération conditionnelle,3,3,1,2,4,3,3,3,4,3,2,3,3,0,0,1,1,0,1,0,0,0,0,0,1,3,4,3,4,3,3,5,5
41320,Conseillers/conseillères en information scolaire,4,4,2,2,4,4,4,4,4,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,2,5,5
41321,Conseillers/conseillères en développement de carrière et conseillers/conseillères en orientation (sauf éducation),4,4,2,2,4,4,4,4,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,4,1,4,5
41400.01,Ergonomes,3,4,4,2,3,4,4,4,4,4,4,4,4,0,0,1,2,1,4,0,0,0,3,0,2,2,4,2,2,4,2,3,4
41400.02,Hygiénistes industriels/hygiénistes industrielles et hygiénistes du travail,3,4,4,2,3,4,4,4,4,4,4,4,4,0,0,2,2,4,4,0,0,0,3,0,3,3,4,2,3,4,2,4,4
41400.03,Agents/agentes de brevets,4,3,2,2,3,4,3,3,3,3,3,3,3,0,0,0,0,0,2,0,0,0,0,0,1,2,2,3,3,3,3,3,3
41400.04,Agents/agentes de programmes et de politiques de la science,4,4,4,2,3,4,4,4,4,4,4,4,4,0,0,0,0,0,2,0,0,0,0,0,3,2,3,3,3,4,3,3,3
41400.05,Agents/agentes de transfert de technologie,3,3,3,2,3,3,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,3,2,3,3,3,3,4,4,3
41401,"Économistes, recherchistes et analystes des politiques économiques",4,4,5,5,3,4,4,4,4,4,4,4,4,3,0,2,0,0,1,0,0,0,0,2,1,2,3,3,3,3,3,3,3
41402,Agents/agentes de développement économique et recherchistes et analystes en marketing,4,4,4,4,3,4,4,4,4,4,3,4,4,2,0,2,0,0,1,0,0,0,0,2,1,2,4,3,3,3,3,3,3
41403.01,Recherchistes en matière de politiques sociales,4,4,4,4,3,4,4,4,4,4,4,4,3,2,0,2,0,0,2,0,0,0,0,2,1,2,3,3,3,3,3,3,4
41403.02,Conseillers/conseillères en économie domestique,4,4,4,2,3,3,4,4,3,3,4,3,3,0,0,2,0,0,2,0,0,0,0,2,1,2,3,3,3,4,3,3,4
41403.03,Analystes de politiques du logement,4,4,4,4,3,4,4,4,3,4,4,4,3,1,0,2,0,0,2,0,0,0,0,2,1,2,3,3,3,3,3,3,3
41403.04,Consultants/consultantes en immigration et en citoyenneté,3,3,2,3,4,3,4,3,3,3,3,3,3,0,0,0,0,0,1,0,0,0,0,2,1,2,3,3,3,3,3,3,4
41403.05,Agents/agentes de projets d'aide et de développement internationaux,4,4,3,3,4,4,4,4,4,4,4,4,4,0,0,0,0,0,2,0,0,0,0,3,2,4,4,4,4,3,4,4,4
41403.06,Recherchistes pour des enquêtes sociales,4,4,5,3,3,4,4,4,3,4,4,4,3,0,0,0,0,0,2,0,0,0,0,2,1,2,3,3,3,3,2,3,3
41403.07,Planificateurs/planificatrices de services sociaux,4,4,3,3,3,4,4,4,3,4,3,4,3,0,0,0,0,0,2,0,0,0,0,2,1,2,3,3,3,3,3,3,4
41404,"Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé",4,5,3,4,3,4,4,4,3,4,4,4,4,1,0,2,0,0,1,0,0,0,0,2,1,2,4,3,3,4,3,3,4
41405,"Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de l'enseignement",4,5,3,4,4,4,4,4,4,4,4,4,4,1,0,2,0,0,2,0,0,0,0,2,2,2,4,4,3,5,3,3,4
41406.01,"Experts-conseils en programmes sportifs, de conditionnement physique et de loisirs",3,3,3,2,3,3,3,3,3,3,4,3,3,0,1,0,0,0,1,0,0,0,1,2,3,3,3,3,3,4,3,4,4
41406.02,"Analystes des politiques des sports, des loisirs et du conditionnement physique",4,4,4,2,3,4,4,4,4,4,3,4,3,0,1,2,0,0,2,0,0,0,1,2,2,2,3,3,3,3,3,3,4
41406.03,"Superviseurs/superviseures des programmes de sports, de loisirs et de conditionnement physique",3,3,3,2,3,3,3,3,3,3,4,3,3,0,1,2,0,0,2,0,0,0,1,3,4,3,3,4,4,4,4,4,4
41407,Agents/agentes de programmes propres au gouvernement,4,5,4,3,5,4,4,5,5,4,4,4,4,1,0,0,0,0,2,0,0,0,0,4,4,2,4,4,4,3,5,5,5
41409.01,Anthropologues,4,5,2,3,4,4,4,4,4,4,5,4,4,1,0,1,0,1,1,0,0,0,0,2,2,3,4,3,3,4,2,3,4
41409.02,Archéologues,4,5,3,3,4,4,4,4,4,4,5,4,4,1,1,2,2,2,1,0,0,0,1,2,3,3,4,3,3,4,2,3,3
41409.03,Géographes,4,5,3,3,3,4,4,4,3,4,4,4,4,1,0,1,0,1,1,0,0,0,0,2,3,3,3,3,3,4,2,3,3
41409.04,Historiens/historiennes,4,5,2,3,3,4,4,4,3,3,4,3,3,1,0,0,0,0,1,0,0,0,0,2,2,3,3,3,3,4,2,3,3
41409.05,Linguistes,4,5,2,3,4,4,4,4,3,4,4,4,4,1,0,0,0,1,1,0,0,0,0,2,2,3,3,3,3,4,2,3,3
41409.06,Politologues,4,5,3,3,4,4,4,4,3,4,5,4,4,1,0,0,0,0,1,0,0,0,0,1,1,2,4,3,3,4,2,3,4
41409.07,Psychométriciens/psychométriciennes,5,4,5,3,4,4,5,4,4,4,5,4,4,1,0,1,0,1,2,0,0,0,1,2,2,3,4,3,3,4,3,4,5
41409.08,Sociologues,4,5,4,3,5,4,4,4,3,3,5,4,4,1,0,2,0,0,1,0,0,0,0,2,1,2,4,3,3,4,2,3,5
41409.09,Autres professionnels/professionnelles des sciences sociales,4,5,4,3,4,4,4,4,3,3,4,4,4,1,0,2,0,0,1,0,0,0,0,2,1,2,4,3,3,4,2,3,5
42100,Policiers/policières (sauf cadres supérieurs),3,3,2,2,3,3,3,3,3,3,3,3,3,0,1,2,3,2,1,0,0,0,1,2,1,2,3,3,3,3,3,4,4
42101,Pompiers/pompières,2,3,2,2,3,3,3,4,4,4,3,3,3,0,2,2,3,3,2,1,1,0,2,0,2,3,4,3,3,3,2,3,3
42102,Membres spécialisés des Forces armées canadiennes,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,3,3,3,4,3,4,2,4,0,2,2,2,1,2,2,1,1,2
42200.01,Techniciens juridiques/techniciennes juridiques,4,3,2,2,3,4,3,3,3,2,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,2,3,3,2,2,3,3,3
42200.02,Techniciens juridiques indépendants/techniciennes juridiques indépendantes,4,3,2,2,3,4,4,3,3,3,2,3,3,0,0,0,0,0,1,0,0,0,0,3,0,1,3,3,3,2,4,3,4
42200.03,Notaires publics/notaires publiques,4,3,3,2,3,3,3,3,2,2,2,3,3,0,0,0,0,0,2,0,0,0,0,0,0,2,2,3,2,2,2,3,3
42200.04,Agents/agentes de marques de commerce,3,4,2,2,4,3,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,4,3,3
42200.05,Juges de paix,4,4,2,2,4,4,4,4,4,3,3,4,3,0,0,0,0,0,0,0,0,0,0,2,1,3,4,3,2,3,4,3,4
42201,Travailleurs/travailleuses des services sociaux et communautaires,3,3,2,2,4,3,3,3,3,3,3,3,3,0,0,0,0,0,1,0,0,0,0,1,1,2,3,3,3,3,4,4,5
42202.01,Éducateurs/éducatrices de la petite enfance,2,3,2,1,3,3,3,3,3,3,5,3,3,0,1,0,0,0,2,0,0,0,0,0,2,2,3,3,3,4,2,2,4
42202.02,Aides-éducateurs/aides-éducatrices de la petite enfance,2,2,2,1,3,3,2,2,2,2,3,2,2,0,1,0,0,0,1,0,0,0,0,0,2,1,2,2,2,3,2,2,4
42203,Instructeurs/instructrices pour personnes ayant une déficience,3,3,2,1,4,3,4,3,3,3,5,3,3,0,0,2,0,0,1,0,0,0,0,0,2,2,3,3,3,5,3,3,5
42204,Travailleurs/travailleuses de la religion,3,3,2,1,3,3,3,2,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,4
43100,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,2,2,2,1,2,2,3,2,1,2,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,2,3,2,3,4
43109.01,Instructeurs/instructrices de conduite automobile,2,2,1,1,3,2,2,2,2,2,4,2,2,0,1,0,1,1,1,0,0,0,1,0,1,0,2,2,2,4,2,3,3
43109.02,Examinateurs/examinatrices de permis de conduire,2,3,2,1,2,2,2,2,2,3,2,2,3,0,0,0,0,1,2,0,0,0,0,0,1,0,3,2,2,3,2,2,3
43109.03,Professeurs/professeures de couture,2,2,1,1,2,2,2,2,2,2,4,2,2,0,1,2,1,1,1,1,1,0,1,0,1,0,3,2,2,3,2,2,3
43109.04,Instructeurs/instructrices d'école de mannequins,2,2,1,1,2,2,2,1,2,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,2,3,2,2,3
43200,Shérifs et huissiers/huissières de justice,2,2,1,1,3,2,2,3,3,2,2,3,2,0,0,0,1,1,1,0,0,0,1,0,1,2,2,2,2,2,3,3,3
43201,Agents/agentes de services correctionnels,2,3,2,1,2,2,2,2,2,3,2,2,2,0,0,0,1,1,2,0,0,0,1,0,2,2,3,2,2,3,3,4,3
43202.01,Agents/agentes de contrôle des animaux,2,2,1,1,2,2,2,2,2,2,2,2,2,0,1,1,2,1,0,0,0,0,1,0,2,1,2,2,2,2,2,2,2
43202.02,Agents/agentes d'application des règlements municipaux,2,3,2,1,3,3,2,2,3,3,3,2,3,0,0,0,2,2,1,0,0,0,1,1,2,2,3,2,2,2,2,3,3
43202.03,Inspecteurs/inspectrices du transport commercial,2,2,2,1,2,2,2,2,2,2,1,2,2,0,2,3,2,3,3,0,0,2,3,0,0,1,2,2,2,2,2,2,2
43202.04,Inspecteurs/inspectrices de la collecte des ordures,3,3,2,1,2,2,2,3,3,2,2,2,3,0,0,1,1,1,1,0,0,0,0,1,2,1,3,2,2,2,2,3,2
43202.05,Inspecteurs/inspectrices de permis d'alcool,2,3,2,1,2,2,2,3,3,2,2,2,3,0,0,0,1,1,2,0,0,0,0,1,1,1,3,2,2,3,2,2,2
43202.06,Agents/agentes de surveillance du stationnement,2,1,2,1,1,2,2,2,1,2,2,1,2,0,2,1,1,1,1,1,0,0,1,1,0,1,2,2,2,2,2,2,2
43202.07,Inspecteurs/inspectrices de taxi,2,2,2,1,2,2,2,2,2,2,1,2,2,0,3,2,2,2,4,2,1,0,3,0,0,1,2,2,2,1,2,2,2
43202.08,Inspecteurs/inspectrices du zonage,3,3,2,1,2,3,3,3,3,2,2,2,2,0,0,1,1,1,1,0,0,0,0,2,2,1,3,2,2,2,2,3,2
43203.01,Agents/agentes de services frontaliers et des douanes,2,3,2,2,3,3,2,3,4,3,3,3,2,0,1,0,2,1,2,0,0,0,1,0,2,2,3,2,3,3,2,3,3
43203.02,Agents/agentes d'immigration,3,3,2,2,4,3,3,3,3,3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,3,3,3,3,3
43204,Membres des opérations des Forces armées canadiennes,3,3,2,2,2,2,3,3,2,3,3,3,3,0,1,1,2,2,3,2,1,2,2,0,1,1,3,2,2,2,1,2,2
44100.01,Gardiens/gardiennes d'enfants en milieu familial,2,2,1,0,3,2,2,2,2,2,3,2,2,0,0,0,1,1,1,0,0,0,0,0,3,0,2,2,3,3,2,3,4
44100.02,Parents de famille d'accueil,2,2,1,0,3,2,2,2,2,2,3,2,2,0,0,0,1,1,1,0,0,0,0,1,3,0,2,2,3,2,2,3,3
44101,"Aides de maintien à domicile, aides familiaux/familiales et personnel assimilé",2,2,2,0,3,2,1,2,2,2,2,2,2,0,0,1,1,2,1,0,0,0,1,1,2,0,2,2,2,2,2,2,3
44200,Combattants/combattantes de première ligne des Forces armées canadiennes,2,2,2,0,2,2,2,2,1,2,2,2,2,0,2,3,3,2,2,1,1,0,2,0,1,0,2,1,2,1,1,2,2
45100.01,Surveillants/surveillantes d'élèves,2,1,1,0,2,2,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,2,2
45100.02,Brigadiers/brigadières,2,1,1,0,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,2
50010,"Directeurs/directrices de bibliothèques, des archives, de musées et de galeries d'art",3,4,3,2,3,3,3,4,4,4,3,4,4,0,0,0,0,1,2,0,0,0,0,5,5,4,4,4,4,4,5,4,4
50011,"Directeurs/directrices - édition, cinéma, radiotélédiffusion et arts de la scène",3,4,3,2,3,3,4,4,4,4,3,4,4,0,0,0,0,0,1,0,0,0,1,5,5,5,4,5,5,4,5,3,4
50012,"Directeurs/directrices de programmes et de services de sports, de loisirs et de conditionnement physique",3,4,3,2,3,3,3,4,4,4,4,4,4,0,0,2,0,0,2,0,0,0,1,5,5,4,4,3,4,4,4,5,4
51100,Bibliothécaires,4,4,2,3,3,3,3,4,3,3,3,3,3,0,1,1,0,0,2,1,0,0,1,2,4,3,3,3,2,4,2,2,3
51101.01,Restaurateurs/restauratrices,3,3,3,3,3,4,3,3,4,3,3,4,3,0,0,2,1,1,3,1,1,3,1,2,3,3,3,3,3,3,2,3,3
51101.02,Conservateurs/conservatrices,4,4,3,3,4,4,4,4,4,4,4,4,4,0,0,1,0,0,3,0,0,1,0,2,4,4,4,4,3,3,3,4,3
51102,Archivistes,3,4,2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,2,0,0,3,1,2,3,3,2,2,2,3,3,3,2
51110,"Réviseurs/réviseures, rédacteurs-réviseurs/rédactrices-réviseures et chefs du service des nouvelles",5,5,2,2,3,4,4,3,3,3,3,3,3,0,0,0,0,0,3,0,0,0,0,2,1,3,3,5,4,3,4,3,3
51111.01,"Romanciers, dramaturges, scénaristes, poètes et autres écrivains créatifs",4,5,1,2,3,3,3,3,3,2,2,3,2,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,3,3
51111.02,Rédacteurs/rédactrices  (non technique),4,4,1,2,3,3,3,3,3,2,2,3,2,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,4,3
51111.03,Concepteurs-rédacteurs publicitaires/conceptrices-rédactrices publicitaires,3,4,1,2,3,3,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3
51112,Rédacteurs/rédactrices techniques,5,4,2,3,3,3,3,3,2,1,2,2,2,0,0,0,0,0,2,0,0,0,0,0,1,2,2,2,2,2,2,2,2
51113,Journalistes,3,4,1,2,4,4,4,3,3,2,2,3,2,0,0,0,1,1,1,0,0,0,0,2,1,2,3,3,3,2,3,3,4
51114.01,Traducteurs/traductrices et traducteurs-réviseurs/traductrices-réviseures,3,4,1,2,3,4,4,3,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,3,2,2,3
51114.02,Terminologues,4,4,1,2,3,4,4,3,3,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,3,2,2,3
51114.03,Interprètes,3,3,1,2,4,4,4,3,3,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,3,2,2,3
51114.04,Interprètes en langue des signes,3,3,1,2,4,4,4,3,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,3,2,2,4
51120.01,"Producteurs/productrices de films cinématographiques, d'émissions de télévision, de radio et de jeux vidéos",3,3,2,3,3,3,4,3,4,4,3,4,3,0,0,1,0,0,3,0,0,0,0,5,5,4,4,5,5,3,4,5,3
51120.02,Réalisateurs/réalisatrices,3,3,2,3,3,3,4,3,4,3,3,3,4,0,0,1,1,1,3,0,0,0,0,2,4,4,4,5,4,3,4,4,4
51120.03,Chorégraphes,2,2,1,2,3,3,3,2,3,3,3,2,2,0,0,0,0,0,1,0,0,0,0,2,2,4,3,3,3,5,3,3,4
51120.04,Directeurs artistiques/directrices artistiques,3,3,2,2,3,3,4,3,4,4,3,3,4,0,0,1,0,0,3,0,0,2,2,3,4,4,4,5,4,4,4,4,3
51120.05,Monteurs/monteuses de films,3,2,2,2,3,3,3,2,3,3,3,3,3,0,0,1,1,2,3,0,0,3,2,2,2,2,2,2,3,2,3,3,3
51120.06,Producteurs/productrices de disques,3,3,1,2,3,3,3,3,3,4,3,3,3,0,0,0,0,1,1,0,0,0,0,3,2,4,4,4,3,3,4,4,3
51120.07,Directeurs/directrices de la photographie,3,3,2,2,3,3,4,3,4,3,3,3,3,0,0,2,1,2,3,0,0,0,1,3,3,4,4,4,4,3,4,4,3
51121.01,Chefs d'orchestre,3,3,2,2,3,3,3,3,3,4,3,3,3,0,0,1,0,0,1,0,0,0,0,2,3,4,3,4,3,3,3,3,4
51121.02,Compositeurs/compositrices,3,3,2,2,3,2,3,3,3,3,3,3,3,0,0,1,0,0,0,0,0,0,0,2,2,2,2,3,2,3,3,3,3
51121.03,Arrangeurs/arrangeuses,3,3,2,3,3,2,3,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,3,3,2
51122.01,Musiciens/musiciennes,2,2,1,2,2,2,2,2,2,2,3,2,2,0,1,0,0,1,1,0,0,0,1,2,1,1,2,2,3,2,1,3,3
51122.02,Chanteurs/chanteuses,2,2,1,2,2,2,2,2,2,2,2,1,2,0,0,0,1,1,1,0,0,0,0,0,0,1,2,1,2,2,1,2,3
51122.03,Professeurs/professeures de musique et de chant,3,2,1,2,2,2,3,2,2,2,4,2,2,0,1,0,1,1,1,0,0,0,1,2,0,1,3,2,2,4,1,3,3
52100.01,Techniciens/techniciennes dans les bibliothèques,3,2,2,1,2,2,2,2,2,2,2,1,2,0,1,0,0,0,1,0,0,0,1,0,2,2,2,2,2,2,1,1,2
