Code SIPeC - Final,Etiquette SIPeC - Final,Comprehension de lecture,Redaction,Numeratie,Litteratie numerique,Communication verbale : ecoute active,Communication verbale : comprehension orale,Communication verbale : expression orale,Pensee critique,Prise de decisions,Evaluation,Strategies d'apprentissage et d'enseignement,Resolution de problemes,Analyse de systemes,Production numerique,Maintenance preventive,Selection des equipements et d'outils,Fonctionnement et controle,Surveillance fonctionnement des equipements et de la machinerie,Test de controle de la qualite,Reparer,Ajustage -- montage,Conception de produit,Depannage,Gestion des ressources financieres,Gestion des ressources materielles,Gestion des ressources humaines,Suivi de performance,Gestion du temps,Coordination,Instruire,Negociation,Persuasion,Perception sociale
21321,Ingénieurs/ingénieures d'industrie et de fabrication,5,4,5,4,3,4,5,4,5,5,4,5,5,4,5,3,3,4,4,4,3,5,5,4,4,4,5,4,3,4,3,4,3
21322,Ingénieurs/ingénieures métallurgistes et des matériaux,5,4,5,4,3,4,5,4,5,4,4,4,4,3,5,3,4,5,4,3,2,5,4,4,4,4,4,4,3,4,3,4,3
21330,Ingénieurs miniers/ingénieures minières,5,4,5,4,3,5,4,5,5,5,4,5,5,3,5,4,4,4,4,3,3,5,4,4,5,4,5,4,4,3,3,3,3
21331,Ingénieurs/ingénieures géologiques,5,4,5,4,3,5,5,5,5,5,4,5,5,3,5,4,4,4,4,3,2,5,4,4,5,4,5,5,4,4,3,4,3
21332,Ingénieurs/ingénieures de l'extraction et du raffinage du pétrole,5,4,5,4,3,4,5,5,5,5,4,5,5,3,5,3,4,4,4,3,3,5,4,4,4,4,4,4,4,3,3,4,3
21390,Ingénieurs/ingénieures en aérospatiale,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,3,4,4,5,4,4,5,5,3,4,4,4,4,4,4,3,4,3
21399.01,Ingénieurs agricoles/ingénieures agricoles et en bio-ressources,4,4,4,4,3,4,4,5,5,5,4,4,5,3,4,2,3,4,4,3,3,5,4,3,4,4,4,4,3,3,3,4,3
21399.02,Ingénieurs biomédicaux/ingénieures biomédicales,5,4,4,5,3,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,5,5,3,4,4,4,4,3,4,3,4,3
21399.03,Ingénieurs physiciens/ingénieures physiciennes et scientifiques en génie,5,5,5,5,3,5,5,5,5,5,4,5,5,4,5,3,4,5,5,3,2,5,4,3,4,4,4,4,3,3,3,4,3
21399.04,Ingénieurs navals/ingénieures navales,5,4,5,4,3,4,5,5,5,5,4,5,4,3,5,3,4,4,5,5,4,5,5,4,4,4,4,4,3,3,3,4,3
21399.05,Ingénieurs/ingénieures en textiles,4,4,4,4,3,4,4,4,4,5,5,4,5,3,3,2,4,4,5,3,3,5,4,4,4,4,4,4,3,4,3,4,3
22100.01,Technologues en chimie,3,3,4,3,3,3,3,4,3,4,3,3,3,3,3,5,4,4,4,3,2,3,3,0,3,3,3,3,3,3,3,3,2
22100.02,Techniciens/techniciennes en chimie,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,4,4,4,4,3,2,3,3,0,3,2,3,2,3,3,2,2,3
22101.01,Technologues en géologie et en minéralogie,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,0,3,3,0,2,3,3,3,3,3,3,3,2
22101.02,Techniciens/techniciennes en géologie et en minéralogie,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,3,4,3,1,0,2,3,0,2,2,2,2,2,2,2,2,2
22110.01,Technologues en biologie,3,3,4,3,3,3,3,3,3,4,3,3,3,3,2,3,3,4,4,1,1,3,3,0,3,3,3,3,3,3,3,3,2
22110.02,Techniciens/techniciennes en biologie,4,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,4,3,1,0,3,3,0,2,2,2,2,2,2,2,2,2
22111.01,Inspecteurs/inspectrices du poisson et des produits de la pêche,2,3,3,2,2,2,3,3,3,3,2,3,3,0,0,0,0,2,4,0,0,0,1,0,2,2,4,2,2,3,2,3,2
22111.02,Inspecteurs/inspectrices de fruits et de légumes,2,3,3,2,2,2,3,3,3,3,2,3,3,0,0,0,0,2,4,0,0,0,1,0,2,2,4,2,2,3,2,3,2
22111.03,Inspecteurs/inspectrices de produits céréaliers,2,3,3,2,2,2,3,3,3,3,2,3,3,0,0,0,0,2,4,0,0,0,1,0,2,2,4,2,2,3,2,3,2
22111.04,Inspecteurs/inspectrices de viandes,2,3,3,2,2,2,3,3,3,3,2,3,3,0,0,0,2,2,4,0,0,0,1,0,2,2,4,2,2,3,2,3,2
22111.05,Inspecteurs/inspectrices en protection des végétaux,2,3,3,2,2,2,3,3,3,3,2,3,3,0,0,0,0,2,4,0,0,0,1,0,2,2,4,2,2,3,2,3,2
22112,Technologues et techniciens/techniciennes en sciences forestières,3,3,2,3,3,3,3,3,3,3,3,3,3,0,2,2,3,3,3,1,1,3,2,0,3,3,3,3,3,3,2,3,3
22113,Techniciens/techniciennes du milieu naturel et de la pêche,3,3,2,2,3,3,3,3,3,3,3,3,3,0,1,2,3,3,0,1,0,0,2,2,2,2,3,2,3,4,3,3,4
22114.01,Spécialistes des arbres et des arbustes et techniciens/techniciennes en service d'entretien d'arbres,2,2,1,2,2,2,2,2,2,2,2,2,2,0,3,3,3,3,2,2,1,1,2,2,2,2,2,2,3,2,2,2,1
22114.02,Responsables de l'entretien d'un terrain de golf,2,2,2,2,3,3,3,3,3,3,3,3,3,0,2,2,2,3,2,1,0,1,2,2,4,3,3,3,3,3,3,3,3
22114.03,Horticulteurs/horticultrices,2,2,2,2,3,3,3,3,2,3,3,3,3,0,2,2,2,2,3,2,1,1,2,2,4,2,2,3,3,3,3,2,2
22114.04,"Concepteurs-paysagistes/conceptrices-paysagistes, techniciens/techniciennes et technologues en architecture paysagère",2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,0,2,2,1,1,3,1,2,3,2,3,2,3,3,2,2,2
22114.05,Jardiniers-paysagistes/jardinières-paysagistes,2,1,1,1,2,2,2,2,2,2,1,2,2,0,2,2,3,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,1
22114.06,Paysagistes,2,1,1,1,2,2,2,2,2,2,1,2,2,0,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1
22114.07,Spécialistes de pelouses,2,1,1,1,2,2,2,2,2,2,1,2,2,0,2,2,3,2,0,2,1,0,2,1,2,2,2,2,2,1,2,2,2
22210,Technologues et techniciens/techniciennes en architecture,3,3,4,3,3,3,3,3,3,3,3,3,3,2,0,1,1,2,2,0,0,3,1,2,2,2,3,2,3,3,2,3,2
22211,Designers industriels/designers industrielles,3,3,4,4,4,3,4,3,3,3,3,3,4,3,0,1,2,1,2,0,0,5,1,2,3,2,3,3,3,2,3,3,3
22212.01,Technologues en dessin,3,3,4,3,3,3,3,3,2,3,3,3,3,3,1,1,1,2,2,0,0,3,1,2,2,3,2,2,2,3,3,3,2
22212.02,Techniciens/techniciennes en dessin,3,3,3,2,3,3,3,3,2,2,3,3,3,2,0,1,1,1,2,0,0,3,1,0,1,2,2,2,2,3,2,2,2
22213.01,Technologues en arpentage et en techniques géodésiques,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,1,2,2,0,2,3,3,3,3,3,2,3,2
22213.02,Techniciens/techniciennes en arpentage et en techniques géodésiques,3,3,3,2,2,2,2,2,2,3,3,2,3,2,2,3,3,3,3,2,1,2,2,0,2,2,2,2,2,3,2,2,2
22214.01,Technologues et techniciens/techniciennes en cartographie,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,0,1,3,1,0,2,1,0,2,2,3,2,2,3,1,2,2
22214.02,Technologues et techniciens/techniciennes en photogrammétrie,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,1,0,2,1,0,2,2,2,3,2,3,2,2,2
22214.03,Technologues et techniciens en levés aériens et en télédétection,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,2,1,3,3,0,3,2,3,2,3,3,2,2,2
22214.04,Technologues et techniciens/techniciennes en systèmes d'information géographique (SIG),3,3,4,3,3,3,3,3,3,3,3,3,4,3,1,2,3,3,3,1,0,3,1,0,1,2,3,2,3,3,1,2,2
22214.05,Technologues et techniciens/techniciennes en météorologie,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,1,2,2,2,0,1,2,3,2,2,2,1,2,2
22220.01,Opérateurs/opératrices en informatique et opérateurs/opératrices de réseau,3,3,3,2,3,3,3,3,3,4,3,3,4,2,5,4,4,4,4,4,3,0,5,0,3,3,4,3,3,4,3,3,2
22220.02,Techniciens/techniciennes Web,3,3,3,3,3,3,3,3,3,4,3,3,4,2,2,3,0,0,0,4,3,0,5,0,2,2,3,3,3,4,3,3,2
22221,Agents/agentes de soutien aux utilisateurs,3,2,2,3,4,3,3,3,2,3,3,3,3,1,3,3,0,0,0,4,3,0,4,0,2,2,2,2,2,3,2,3,2
22222,Évaluateurs/évaluatrices de systèmes informatiques,3,3,2,2,3,3,3,3,3,4,3,3,3,2,0,2,0,0,0,1,2,0,4,0,1,2,3,2,2,2,2,2,2
22230,Vérificateurs/vérificatrices et inspecteurs/inspectrices des essais non destructifs,3,2,3,2,2,3,3,3,3,3,3,3,3,0,3,4,3,3,5,2,1,2,3,0,3,2,3,2,2,3,2,3,2
22231.01,Inspecteurs/inspectrices des anomalies des véhicules motorisés,2,2,2,2,3,3,3,3,2,3,2,3,3,0,5,3,3,3,4,5,3,2,4,0,0,2,2,2,2,2,2,3,2
22231.02,Enquêteurs/enquêteuses d'accidents ferroviaires,2,2,2,2,3,3,3,3,2,3,1,3,3,0,2,3,2,3,4,2,0,2,4,0,0,2,2,2,2,2,1,3,2
22231.03,Inspecteurs/inspectrices de la navigabilité aérienne,3,2,2,3,3,3,3,3,3,3,3,3,3,0,5,3,3,4,4,5,4,2,4,0,0,2,3,3,2,3,4,3,3
22231.04,Inspecteurs/inspectrices des poids et mesures,2,2,3,2,2,3,2,2,2,2,2,2,2,0,2,2,3,3,4,1,0,1,3,0,0,2,3,2,2,2,2,3,1
22231.05,Vérificateurs/vérificatrices d'appareils de forage de pétrole et de gaz,2,2,2,2,2,3,2,3,2,3,2,3,3,0,2,2,3,3,4,1,1,2,3,0,0,2,3,2,2,2,2,3,1
22232,Spécialistes de l'hygiène et de la sécurité au travail,3,3,3,2,3,3,3,3,3,3,3,3,3,0,0,0,2,3,2,0,0,1,1,0,2,2,4,3,3,4,3,3,3
22233,Inspecteurs/inspectrices en construction,3,2,3,2,3,3,3,3,3,3,3,3,3,0,1,2,2,2,4,0,0,2,3,0,1,2,3,3,2,3,2,3,3
22300.01,Technologues en génie civil,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,2,1,3,1,3,2,3,3,3,3,3,3,3,2
22300.02,Techniciens/techniciennes en génie civil,3,3,4,3,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,1,0,2,1,2,3,2,2,2,2,2,2,2,2
22301.01,Technologues en génie mécanique,3,3,4,3,3,3,3,3,3,4,3,3,4,3,5,5,4,5,4,4,3,4,5,3,3,3,3,3,3,3,3,3,3
22301.02,Techniciens/techniciennes en génie mécanique,3,3,4,2,3,3,3,3,3,3,3,3,3,2,5,5,4,5,4,4,4,4,4,2,2,2,2,3,3,3,2,2,2
22302.01,Technologues en génie industriel et en génie de fabrication,3,3,4,3,3,3,3,3,3,4,3,3,4,3,2,4,2,3,4,2,2,4,4,3,3,3,3,3,3,4,3,3,2
22302.02,Techniciens/techniciennes en génie industriel et en génie de fabrication,3,3,4,2,3,3,3,3,3,3,3,3,3,2,2,3,2,3,4,2,2,4,3,2,2,2,2,3,2,3,2,3,2
22303,Estimateurs/estimatrices en construction,3,3,3,2,3,3,3,3,3,3,3,3,4,1,0,1,0,1,3,0,0,2,1,5,5,2,3,3,3,3,4,4,2
22310.01,Technologues en génie électronique et électrique,3,3,4,3,3,3,3,3,3,4,3,3,4,3,3,5,4,4,4,4,4,4,5,3,3,3,3,3,3,3,3,3,2
22310.02,Techniciens/techniciennes en génie électronique et électrique,3,3,4,2,3,3,3,3,3,3,3,3,3,2,4,5,4,3,4,4,4,4,5,2,2,2,2,2,3,2,2,2,2
22311,Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),3,2,2,3,2,3,2,2,2,3,2,3,3,0,4,4,3,3,4,4,5,3,5,1,2,2,2,3,2,3,2,2,2
22312,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,3,2,3,3,3,3,2,3,2,3,3,3,3,0,5,3,4,5,4,5,4,3,5,0,3,2,3,3,2,3,2,2,2
22313.01,Mécaniciens/mécaniciennes et techniciens/techniciennes d'instruments d'aéronefs,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,4,3,5,4,5,5,3,5,0,2,2,2,3,2,3,1,2,2
22313.02,Mécaniciens/mécaniciennes et techniciens/techniciennes en équipement électrique d'aéronef,3,2,2,3,3,3,3,3,3,3,3,3,3,0,5,4,3,5,4,5,4,3,5,0,2,2,2,3,2,3,1,2,2
22313.03,Mécaniciens/mécaniciennes et techniciens/techniciennes en avionique,3,2,3,3,2,3,2,3,3,3,3,3,3,0,5,5,4,5,5,5,4,3,5,0,3,2,2,2,2,3,1,2,2
22313.04,Inspecteurs/inspectrices en avionique,3,3,2,3,3,3,3,3,3,3,3,3,3,0,5,3,3,5,5,5,4,2,5,0,0,2,3,3,2,3,1,3,2
30010,Directeurs/directrices des soins de santé,5,4,4,3,4,4,4,4,5,4,5,4,4,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,5,4,5,5,4
31100.01,Anesthésiologistes,5,4,4,4,5,5,5,5,5,4,5,5,4,0,0,2,3,4,2,0,0,0,2,3,4,4,5,5,4,5,2,3,4
31100.02,"Internistes, généralistes",5,5,3,3,5,5,5,5,5,4,5,5,4,0,0,1,1,2,2,0,0,0,1,3,3,3,4,4,4,5,2,3,5
31100.03,"Pédiatres, généralistes",5,4,3,3,5,5,5,5,5,4,5,5,4,0,0,2,1,1,1,0,0,0,1,3,4,3,4,4,4,5,2,3,5
31100.04,Psychiatres,5,5,3,2,5,5,5,5,5,4,5,5,4,0,0,0,0,1,1,0,0,0,0,3,3,3,4,4,4,5,2,5,5
31100.05,Allergologues et immunologistes,5,4,3,3,5,5,5,5,5,4,5,5,4,0,0,1,1,2,2,0,0,0,1,3,3,3,5,4,4,5,2,4,5
31100.06,Hospitalistes,5,4,3,3,5,5,5,5,5,4,5,5,4,0,0,1,1,4,2,0,0,0,1,3,3,3,5,4,5,5,2,4,5
31100.07,Neurologues,5,5,3,4,5,5,5,5,5,4,5,5,4,0,0,1,1,5,2,0,0,0,2,3,3,3,5,4,4,5,2,4,5
31100.08,Médecins de médecine nucléaire,5,5,3,4,5,5,5,5,5,4,5,5,4,0,0,1,4,4,2,0,0,0,2,3,3,3,5,4,5,5,2,4,5
31100.09,Dermatologues,5,4,3,3,4,5,5,5,5,4,5,5,4,0,0,1,1,3,2,0,0,0,1,3,4,3,4,4,4,5,2,4,4
31100.1,Médecins de médecine physique et de réadaptation,5,5,3,3,5,5,5,5,5,4,5,5,4,0,0,2,2,4,2,0,0,0,2,3,3,3,5,5,5,5,2,4,5
31100.11,Médecins de médecine préventive,5,5,3,3,5,5,5,5,5,5,5,5,5,0,0,1,1,1,2,0,0,0,0,4,4,5,5,4,5,5,2,5,5
31100.12,Radiologues,5,5,3,4,5,5,5,5,5,4,5,5,4,0,0,2,4,4,2,0,0,0,2,3,3,3,4,4,4,5,2,3,4
31100.13,Autres spécialistes en médecine clinique,5,4,3,3,5,5,5,5,5,4,5,5,4,0,0,2,2,4,2,0,0,0,2,3,3,3,4,4,4,5,2,4,5
31100.14,"Spécialistes en médecine de laboratoire, y compris les pathologistes",5,5,3,3,4,5,5,5,5,4,5,5,4,0,0,2,5,5,4,0,0,0,2,4,4,4,4,4,4,5,2,3,3
31101.01,Chirurgiens généraux,5,5,4,3,5,5,5,5,5,4,5,5,4,0,0,5,4,5,2,0,0,0,2,3,4,3,5,5,5,5,2,4,4
31101.02,Obstétriciens et gynécologues,5,4,3,3,5,5,5,5,5,4,5,5,4,0,0,3,3,5,2,0,0,0,2,3,3,3,4,5,3,5,2,3,4
31101.03,Ophtalmologistes,5,4,3,3,5,5,5,5,5,4,5,5,4,0,0,4,3,5,2,0,0,0,1,3,3,3,5,4,4,5,2,3,4
31101.04,Urologues,5,4,3,3,5,5,5,5,5,4,5,5,4,0,0,3,3,5,2,0,0,0,2,3,3,3,4,4,4,5,2,3,4
31101.05,Autres spécialistes en chirurgie,5,5,3,3,5,5,5,5,5,4,5,5,4,0,0,5,4,5,2,0,0,0,2,3,3,3,5,5,5,5,2,4,4
31102,Omnipraticiens/omnipraticiennes et médecins en médecine familiale,5,4,3,3,5,5,5,5,5,4,5,5,4,0,0,2,2,1,2,0,0,0,1,3,3,3,4,5,4,5,2,5,5
31103,Vétérinaires,5,4,3,3,4,5,5,4,5,4,5,5,4,0,0,3,3,3,2,0,0,0,1,3,4,3,4,4,4,5,2,3,4
31110.01,Dentistes,5,4,3,3,4,5,5,5,5,4,4,5,4,0,1,3,4,3,2,1,0,5,2,4,4,4,4,5,4,4,2,5,4
31110.02,Chirurgiens buccaux et maxillo-faciaux,5,4,3,4,4,5,5,5,5,4,4,5,4,0,0,3,4,3,2,1,0,4,2,3,3,3,4,4,3,4,2,3,4
31110.03,Orthodontistes,5,4,3,3,4,5,5,5,5,4,3,5,4,0,1,2,3,3,3,1,0,4,2,3,4,3,4,4,3,4,2,3,4
31110.04,Prosthodontistes,5,4,3,3,4,5,5,5,5,4,3,5,4,0,1,3,4,3,2,1,0,5,3,3,3,3,4,3,3,3,2,3,4
31111,Optométristes,5,3,3,3,4,4,5,4,4,4,4,4,4,0,1,2,3,4,2,1,0,0,2,3,3,2,4,3,3,3,2,3,3
31112.01,Audiologistes,4,4,3,3,4,5,5,4,4,4,4,4,4,0,2,3,4,4,3,3,2,0,3,3,3,3,4,3,3,4,3,3,5
31112.02,Orthophonistes,4,4,3,3,4,5,5,4,4,4,5,4,4,0,1,1,1,2,2,0,0,4,1,3,2,2,4,3,3,4,3,3,5
31120.01,Pharmaciens communautaires/pharmaciennes communautaires et pharmaciens/pharmaciennes d'hôpitaux,5,4,4,3,4,4,5,4,4,3,4,4,4,0,0,0,0,2,3,0,0,0,1,3,4,4,5,4,3,4,2,3,4
31120.02,Pharmaciens industriels/pharmaciennes industrielles,5,5,4,3,4,5,5,5,4,4,4,5,4,0,1,2,3,3,5,0,0,5,2,3,3,4,4,4,4,4,3,3,3
31121,Diététistes et nutritionnistes,4,4,2,2,4,4,4,4,4,4,5,4,4,0,0,0,0,0,3,0,0,0,0,4,4,4,4,4,4,4,3,5,4
31200,Psychologues,5,4,2,2,5,5,5,5,5,4,5,5,4,0,0,0,0,0,1,0,0,0,0,3,2,3,4,3,3,4,2,5,5
31201,Chiropraticiens/chiropraticiennes,4,3,3,2,4,4,4,4,4,4,4,4,4,0,1,1,2,0,2,0,0,0,1,3,3,3,4,4,3,4,3,3,4
31202,Physiothérapeutes,4,4,2,3,4,4,4,3,4,4,3,4,4,0,1,2,2,0,1,0,0,0,1,3,2,3,4,3,3,4,3,3,4
31203,Ergothérapeutes,4,4,3,3,4,4,4,4,3,4,4,4,4,0,0,0,1,0,1,0,0,0,1,3,3,2,4,3,3,4,3,3,4
31204.01,Thérapeute par les loisirs,3,3,2,3,4,4,4,3,3,4,4,3,4,0,0,2,2,0,2,0,0,0,1,3,3,3,4,3,3,4,3,4,4
31204.02,Kinésiologues et spécialistes en mécanothérapie,3,3,3,3,4,4,4,3,3,4,4,3,4,0,1,2,2,0,2,0,0,0,1,2,2,3,4,3,3,4,3,3,4
31209.01,Docteurs en médecine podiatrique,5,4,3,3,5,5,5,4,5,4,5,4,4,0,0,2,3,0,1,0,0,5,2,4,4,3,4,4,4,4,2,3,5
31209.02,Podologues et podiatres diplômés ou diplômés du premier degré,4,3,3,2,4,4,4,4,4,4,4,4,4,0,0,2,2,0,1,0,0,4,2,4,4,3,3,3,4,4,3,3,4
31209.03,Docteurs en médecine naturopathique,5,4,3,2,4,5,4,4,5,4,4,4,4,0,0,1,1,0,2,0,0,0,1,3,3,3,4,3,3,3,3,4,5
31209.04,Docteurs en médecine ostéopathique,5,4,4,2,4,5,4,5,5,4,4,5,4,0,0,2,2,0,1,0,0,0,2,3,3,3,4,4,4,4,3,4,5
31300,Coordonnateurs/coordonnatrices et superviseurs/superviseures des soins infirmiers,4,4,3,3,4,4,4,4,5,4,4,4,4,0,0,2,3,3,2,0,1,0,1,4,4,4,4,4,5,4,4,5,5
31301.01,Infirmiers autorisés/infirmières autorisées en soins généraux,3,3,3,3,4,4,4,3,4,3,4,4,3,0,0,2,3,3,2,0,1,0,2,0,3,3,4,3,4,4,3,3,5
31301.02,Infirmiers/infirmières en santé du travail,3,3,3,3,4,4,4,4,3,3,4,4,3,0,0,2,2,2,2,0,0,0,1,0,3,2,3,3,3,3,3,3,5
31301.03,Infirmiers/infirmières en santé communautaire,3,3,3,2,4,4,4,4,3,3,4,4,3,0,0,1,2,3,2,0,0,0,1,0,3,2,3,3,4,4,3,3,5
31301.04,Infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées,4,4,3,2,4,4,4,4,4,3,4,4,3,0,0,1,2,2,1,0,0,0,1,0,3,3,4,3,4,3,2,4,5
31301.05,Consultants/consultantes en soins infirmiers et chercheurs infirmiers/chercheuses infirmières en sciences infirmières,4,4,3,3,4,4,4,4,4,3,4,4,3,0,0,1,1,1,2,0,0,0,1,2,3,3,3,3,4,4,2,4,4
31301.06,Infirmiers cliniciens/infirmières cliniciennes,4,4,3,3,4,4,4,4,4,3,4,4,3,0,0,0,2,3,2,0,0,0,2,0,2,3,4,3,4,4,2,4,5
31302,Infirmiers praticiens/infirmières praticiennes,4,4,3,3,4,4,4,4,4,3,4,4,3,0,0,2,2,3,2,0,1,0,1,0,3,3,4,4,4,4,3,4,5
31303.01,Adjoints/adjointes au médecin,4,4,3,2,4,5,4,4,4,3,4,4,3,0,0,1,1,3,2,0,0,0,1,0,3,3,4,4,4,4,3,3,5
31303.02,Sages-femmes,3,3,3,2,4,4,4,4,4,3,3,3,3,0,0,1,1,2,2,0,0,0,2,3,3,3,5,3,3,3,2,3,5
31303.03,Conseillers/conseillères en génétique,5,4,3,3,4,5,4,4,4,3,4,4,3,0,0,0,3,3,1,0,0,0,0,3,0,3,3,3,3,3,3,3,5
31303.04,Orthoptistes,4,4,3,3,4,4,4,4,3,3,4,4,3,0,0,2,3,4,2,0,0,0,1,0,2,2,3,3,2,4,2,3,4
31303.05,Assistants/assistantes en pathologie,3,3,3,2,3,4,3,3,3,2,3,3,2,0,2,3,3,3,3,1,0,0,2,0,3,3,3,3,3,3,2,2,3
32100,Opticiens/opticiennes d'ordonnances,3,2,3,3,3,3,3,3,2,2,3,3,3,0,1,2,2,3,2,1,1,3,2,0,2,3,2,3,2,3,2,3,3
32101.01,Infirmiers auxiliaires/infirmières auxiliaires,3,3,2,2,4,3,3,3,3,3,3,3,3,0,1,2,2,3,2,0,1,0,2,0,2,2,3,3,3,3,2,3,4
32101.02,Techniciens de salle d'opération,3,2,3,3,3,3,3,2,2,2,3,2,3,0,3,3,3,4,2,1,1,0,2,0,3,2,4,2,3,3,2,2,3
32102,Personnel ambulancier et paramédical,3,3,3,3,4,3,4,4,3,3,3,4,3,0,1,3,3,3,1,0,0,0,2,0,3,3,3,2,3,3,2,3,4
32103.01,Inhalothérapeutes,3,3,3,3,3,3,4,3,3,3,3,3,3,0,3,3,4,4,2,0,0,0,3,0,3,3,4,3,2,3,2,3,3
32103.02,Perfusionnistes cardiovasculaires,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,3,4,4,2,2,0,0,3,0,3,3,4,3,3,3,2,3,3
32103.03,Technologues cardiopulmonaires,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,4,2,0,0,0,3,0,2,3,3,2,2,3,2,3,3
32104,Technologues en santé animale et techniciens/techniciennes vétérinaires,3,2,2,2,3,3,3,3,2,2,3,2,2,0,2,2,2,3,2,1,1,0,2,1,3,2,3,3,2,3,2,3,3
32109.01,Audioprothésistes,2,2,3,2,3,3,3,3,3,3,3,3,3,0,2,3,3,3,2,3,1,0,3,1,3,2,2,2,2,3,2,3,3
32109.02,Aides-orthophonistes et assistants en troubles de la communication,3,3,2,2,3,3,3,2,3,3,3,3,3,0,2,1,3,3,1,0,0,0,1,0,2,2,3,2,2,3,2,3,4
32109.03,Technologues et techniciens/techniciennes médicaux en ophtalmologie,3,3,3,2,3,3,3,2,3,3,3,2,2,0,2,3,2,3,2,1,0,0,2,0,2,2,2,3,2,3,2,2,3
32109.04,Thérapeutes en réadaptation physique,3,3,2,2,3,3,3,3,3,3,3,2,3,0,1,2,2,2,2,1,0,0,2,0,2,2,3,2,2,3,2,3,4
32109.05,Assistants/assistantes en physiothérapie et assistants/assistantes en ergothérapie,3,3,2,2,3,3,3,2,2,3,3,2,3,0,1,1,2,2,2,1,0,0,2,0,2,2,3,2,3,3,2,3,4
32110,Denturologistes,2,2,2,2,3,3,3,3,3,2,3,3,2,0,2,3,3,3,4,2,2,4,3,3,3,3,3,2,2,3,2,2,2
32111.01,Hygiénistes dentaires,2,3,2,2,3,3,3,3,2,2,3,2,2,0,2,3,2,2,2,0,1,0,2,0,2,2,2,3,2,3,2,3,3
32111.02,Thérapeutes dentaires,3,3,2,2,3,3,3,3,3,3,3,3,2,0,2,2,2,3,2,0,1,0,2,3,4,3,4,3,2,3,2,3,4
32112,Technologues et techniciens/techniciennes dentaires,3,2,2,3,2,3,2,3,2,2,3,2,2,0,2,3,3,3,4,3,2,3,3,2,3,2,3,2,2,2,2,2,2
32120,Technologues de laboratoires médicaux,3,3,3,3,2,3,3,3,3,3,3,3,3,0,3,5,4,4,4,3,2,0,3,0,3,3,3,3,2,3,2,3,3
32121.01,Technologues en radiologie,3,3,2,3,3,3,3,3,2,3,3,2,2,0,2,2,4,4,2,2,1,0,3,0,2,2,3,3,3,3,2,3,3
32121.02,Technologues en médecine nucléaire,3,3,3,3,3,3,3,3,2,2,3,2,3,0,3,3,4,4,2,2,1,0,3,0,2,3,3,2,3,3,2,3,3
32121.03,Technologues en radio-oncologie,3,3,3,3,3,3,3,3,2,3,3,2,3,0,2,3,4,4,2,1,1,0,3,0,2,3,3,3,2,3,2,3,3
32121.04,Technologues en résonance magnétique,3,3,3,3,3,3,3,3,2,3,3,3,3,0,2,3,4,4,2,1,1,0,3,0,2,2,3,2,2,3,2,3,3
32122,Technologues en échographie,3,3,2,3,3,3,3,3,2,2,3,2,2,0,3,3,4,4,2,2,1,0,3,0,2,3,3,2,2,3,2,3,3
32123.01,Technologues en cardiologie,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,4,4,2,3,1,0,3,0,2,3,3,2,2,3,2,3,3
32123.02,Technologues en électroencéphalographie (EEG) et Technologues en électromyographie (EMG),3,3,3,2,3,3,3,3,2,3,3,2,3,0,2,2,4,4,2,2,1,0,3,0,2,2,3,3,2,3,2,3,3
32124,Techniciens/techniciennes en pharmacie,3,2,3,2,3,3,3,3,2,2,3,2,2,0,0,0,1,0,2,0,0,0,1,1,3,2,2,2,2,2,2,2,2
32129.01,Techniciens/techniciennes en diététique,2,2,3,2,3,3,3,3,2,2,3,3,2,0,0,0,2,0,2,0,0,0,1,0,3,2,3,2,2,2,2,3,3
32129.02,Ocularistes,4,4,3,3,3,3,3,3,3,3,3,4,3,0,1,3,2,3,2,2,2,4,3,0,3,3,3,3,2,3,2,3,4
