Code SIPeC - Final,Etiquette SIPeC - Final,Estimation des caracteristiques quantifiables,Obtention d'information,"Identification d'objets, d'actions et d'evenements","Inspection d'equipements, de structures ou de materiaux","Surveillance de processus, de materiels ou d'environnements",Controler des machines et des processus,Developper des instructions techniques,Taches administratives,Entretien electronique,Manipuler et deplacer des objets,Utiliser des ordinateurs,Gerer des ressources,Entretien mecanique,"Manoeuvrer des vehicules, appareils ou equipements mecaniques",Performer des activites physiques,Traiter de l'information,Analyser des donnees ou de l'information,Elaborer des objectifs et des strategies,Evaluer l'information pour verifier la conformite,Juger de la qualite,Prendre des decisions,Planifier et organiser,Etablissement du calendrier du travail et des activites,Pensee creative,Appliquer de nouvelles connaissances,Offrir du soutien et soins a d'autres personnes,Encadrer et former des personnes,Communiquer avec des gens de l'exterieur de l'organisation,Communiquer avec les collegues de travail,Coordonner le travail et les activites d'autres personnes,Etablir et maintenir des relations interpersonnelles,Interpreter l'information pour d'autres personnes,Executer  taches pour  public ou travailler directement,Fournir des conseils et avis,Resoudre des conflits et negocier avec d'autres personnes,Vendre ou influencer d'autres personnes,Mener des activites de dotation,Superviser des subalternes,Developper une equipe,Former et enseigner
41405,"Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de l'enseignement",4,4,3,2,3,0,0,3,0,0,3,2,0,0,0,4,5,5,4,4,3,5,5,4,4,3,4,3,5,4,5,4,3,5,4,3,2,3,4,5
41406.01,"Experts-conseils en programmes sportifs, de conditionnement physique et de loisirs",3,3,2,2,2,2,2,3,0,2,3,3,0,0,2,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,5,3,3,4,4
41406.02,"Analystes des politiques des sports, des loisirs et du conditionnement physique",4,4,3,1,3,0,0,4,1,1,4,3,0,0,1,5,5,4,3,3,4,4,3,4,4,2,3,5,5,4,4,5,2,4,3,3,2,3,3,3
41406.03,"Superviseurs/superviseures des programmes de sports, de loisirs et de conditionnement physique",3,3,2,2,2,2,2,3,0,2,3,3,0,0,2,2,3,3,2,3,3,3,4,3,3,3,3,3,4,4,4,3,3,4,3,5,3,4,4,3
41407,Agents/agentes de programmes propres au gouvernement,4,5,4,2,4,0,0,4,0,1,3,4,0,0,1,5,5,5,5,5,5,5,5,5,4,2,4,5,5,5,5,5,3,5,5,5,3,5,4,3
41409.01,Anthropologues,4,5,5,1,3,2,0,5,0,2,4,3,0,1,2,5,5,4,4,4,3,4,4,4,4,3,4,5,4,3,5,5,3,4,3,3,3,3,3,5
41409.02,Archéologues,4,5,5,2,3,2,3,5,2,3,3,4,1,2,3,5,5,4,4,4,4,4,4,4,4,2,4,5,3,4,4,5,3,4,3,3,4,4,4,5
41409.03,Géographes,5,5,4,1,3,0,0,4,2,2,4,3,0,0,1,5,5,3,4,4,3,3,3,4,4,2,4,4,4,4,3,5,3,3,2,2,3,3,3,5
41409.04,Historiens/historiennes,2,4,4,1,2,0,0,4,0,2,3,4,0,0,2,4,5,4,3,4,3,3,2,4,4,2,4,4,4,3,3,5,3,3,2,2,3,3,2,5
41409.05,Linguistes,4,5,5,0,4,0,0,5,0,2,4,3,0,0,0,5,5,4,4,4,4,3,4,4,4,2,4,5,4,3,5,5,3,4,3,3,3,4,3,5
41409.06,Politologues,4,5,5,0,2,0,0,4,0,1,3,3,0,0,0,5,5,4,4,4,4,3,2,4,4,3,4,5,3,3,3,5,3,4,3,3,3,3,2,5
41409.07,Psychométriciens/psychométriciennes,4,4,4,1,4,0,0,4,0,1,4,2,0,0,0,5,5,4,4,4,4,4,3,4,4,3,4,5,5,4,5,5,3,4,3,4,2,3,3,4
41409.08,Sociologues,3,5,5,1,2,0,0,5,0,1,3,2,0,0,0,5,5,4,3,4,4,3,2,4,4,3,4,5,3,3,3,5,3,4,2,3,3,3,2,5
41409.09,Autres professionnels/professionnelles des sciences sociales,3,5,5,1,2,0,0,5,0,1,3,2,0,0,0,5,5,4,3,4,4,3,2,4,4,3,4,5,3,3,3,5,3,4,2,3,3,3,2,5
42100,Policiers/policières (sauf cadres supérieurs),3,3,3,2,4,2,2,4,1,2,3,1,0,4,4,3,3,3,5,3,3,3,2,3,3,5,3,4,4,3,3,3,4,3,5,3,1,3,3,3
42101,Pompiers/pompières,4,3,4,5,4,3,3,4,3,4,2,3,2,5,5,3,3,4,4,3,4,2,3,3,4,5,4,4,4,4,4,3,5,4,4,3,3,4,4,4
42102,Membres spécialisés des Forces armées canadiennes,2,2,2,3,2,4,3,3,4,4,2,2,4,4,3,2,2,2,3,3,2,1,1,2,2,5,1,1,4,1,1,2,1,2,1,1,1,1,2,1
42200.01,Techniciens juridiques/techniciennes juridiques,2,4,3,1,2,0,0,4,0,2,3,2,0,0,1,4,3,2,4,2,2,3,2,2,3,2,1,3,4,2,3,3,3,2,3,1,1,1,2,1
42200.02,Techniciens juridiques indépendants/techniciennes juridiques indépendantes,2,4,3,1,3,0,0,4,0,2,3,2,0,0,1,4,3,2,4,3,3,3,3,3,3,3,1,3,4,2,3,4,3,3,3,2,1,1,2,1
42200.03,Notaires publics/notaires publiques,2,3,3,1,2,0,0,4,0,2,3,2,0,0,1,4,4,2,4,2,3,3,3,2,3,2,1,3,3,2,3,3,3,2,3,1,1,1,2,1
42200.04,Agents/agentes de marques de commerce,2,3,3,0,3,0,0,4,0,1,3,1,0,0,0,4,3,3,5,3,3,3,3,3,3,2,2,3,3,2,3,4,4,4,3,2,2,2,2,2
42200.05,Juges de paix,3,4,4,1,4,0,0,3,0,1,3,2,0,0,1,4,5,2,4,4,5,3,3,3,4,3,2,4,3,2,3,4,5,2,5,2,2,2,2,2
42201,Travailleurs/travailleuses des services sociaux et communautaires,2,3,3,0,2,0,0,3,0,1,2,2,0,1,1,2,2,3,2,3,2,3,3,3,3,5,3,3,3,2,4,3,4,3,3,2,2,2,2,3
42202.01,Éducateurs/éducatrices de la petite enfance,1,3,2,1,3,0,0,2,0,2,2,2,0,0,2,2,2,3,2,2,2,3,2,4,3,5,4,3,3,3,3,2,4,3,3,2,2,2,3,4
42202.02,Aides-éducateurs/aides-éducatrices de la petite enfance,1,2,1,1,3,0,0,2,0,2,2,2,0,0,3,1,1,2,2,2,1,2,1,2,1,4,2,2,3,3,3,1,3,2,2,1,0,2,3,3
42203,Instructeurs/instructrices pour personnes ayant une déficience,2,3,3,2,3,2,2,3,0,2,3,2,0,0,3,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,4,3,3,3,4,2,2,3,3,5
42204,Travailleurs/travailleuses de la religion,0,3,2,1,2,0,0,1,0,1,2,2,0,0,1,2,0,2,2,1,1,3,2,2,1,4,3,4,3,3,3,3,4,3,3,3,2,2,3,3
43100,Aides-enseignants/aides-enseignantes aux niveaux primaire et secondaire,1,2,2,1,2,0,0,1,0,2,1,2,0,0,3,1,1,1,1,2,1,1,0,2,0,4,3,1,3,2,3,1,3,1,2,1,0,1,2,3
43109.01,Instructeurs/instructrices de conduite automobile,1,2,2,2,3,3,0,2,0,2,2,0,2,3,1,1,2,2,2,3,2,2,3,2,2,3,3,3,2,2,3,3,3,3,2,3,0,2,2,4
43109.02,Examinateurs/examinatrices de permis de conduire,2,3,2,1,3,2,2,3,0,1,3,1,0,2,1,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,3,4,3,3,2,2,2,2,2
43109.03,Professeurs/professeures de couture,1,2,3,3,2,3,2,2,1,3,2,1,2,0,1,1,2,2,1,2,2,2,3,3,2,3,3,2,2,2,3,3,3,3,2,3,0,2,2,4
43109.04,Instructeurs/instructrices d'école de mannequins,1,2,3,1,2,0,0,2,0,2,2,1,0,0,2,1,2,2,2,2,2,2,3,3,2,3,3,2,2,2,3,3,3,3,2,3,1,2,2,4
43200,Shérifs et huissiers/huissières de justice,2,3,3,2,3,2,0,3,0,3,3,2,0,3,4,3,2,2,2,3,3,3,2,2,3,4,2,4,3,3,3,2,5,2,4,2,3,2,2,3
43201,Agents/agentes de services correctionnels,3,3,3,3,3,2,0,4,0,2,2,2,0,2,4,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,5,3,2,4,4,3
43202.01,Agents/agentes de contrôle des animaux,2,2,2,2,2,2,2,3,0,3,3,2,0,3,4,3,2,2,3,2,3,2,2,2,3,3,2,3,2,2,2,2,4,3,4,3,1,2,2,2
43202.02,Agents/agentes d'application des règlements municipaux,3,3,3,3,3,2,2,3,0,2,3,1,0,2,3,3,3,2,4,2,3,2,2,2,3,2,2,3,2,2,2,3,4,3,3,2,2,2,2,2
43202.03,Inspecteurs/inspectrices du transport commercial,1,2,2,4,2,3,3,2,2,3,3,2,3,3,4,1,2,2,4,1,3,2,3,2,3,1,1,2,2,1,2,2,1,1,1,1,0,1,1,1
43202.04,Inspecteurs/inspectrices de la collecte des ordures,3,3,2,3,3,2,2,3,0,2,3,2,0,3,3,3,3,2,3,2,3,2,3,2,3,1,2,3,2,2,2,3,4,3,3,2,2,2,2,2
43202.05,Inspecteurs/inspectrices de permis d'alcool,3,4,3,1,3,0,2,3,0,2,3,1,0,2,2,4,3,2,3,2,3,2,3,2,3,1,2,3,2,2,3,3,4,3,3,2,1,1,2,2
43202.06,Agents/agentes de surveillance du stationnement,3,2,2,4,2,3,2,3,1,2,3,2,1,5,4,2,2,2,2,4,2,2,2,2,2,1,2,4,2,2,3,3,3,2,3,2,3,3,3,2
43202.07,Inspecteurs/inspectrices de taxi,1,2,2,3,2,3,3,2,2,3,1,1,3,3,4,1,2,2,3,2,3,2,3,2,3,1,1,2,2,2,2,1,1,2,1,1,0,1,1,1
43202.08,Inspecteurs/inspectrices du zonage,3,3,3,3,3,2,2,3,0,2,3,1,0,2,3,3,3,2,3,4,3,2,3,2,3,1,2,3,2,2,2,3,4,3,3,2,2,2,2,2
43203.01,Agents/agentes de services frontaliers et des douanes,4,4,5,3,5,3,2,5,2,3,5,3,2,3,3,4,4,2,5,4,4,2,3,3,4,1,3,4,3,3,3,4,5,3,3,2,3,3,3,2
43203.02,Agents/agentes d'immigration,4,4,5,4,5,0,2,5,0,2,5,2,0,1,2,4,4,3,5,4,3,2,3,3,4,2,2,3,3,3,3,4,5,3,3,2,2,2,3,2
43204,Membres des opérations des Forces armées canadiennes,4,3,3,3,3,2,3,3,2,3,3,1,2,2,3,3,3,2,3,3,2,2,2,2,3,5,2,2,4,2,3,3,2,3,2,2,1,2,3,2
44100.01,Gardiens/gardiennes d'enfants en milieu familial,1,1,1,1,3,0,0,1,0,2,1,2,0,0,3,1,1,1,1,1,2,2,2,3,0,5,2,1,2,2,3,1,1,2,3,1,1,1,2,2
44100.02,Parents de famille d'accueil,1,2,1,1,3,0,0,1,0,2,1,3,0,2,2,2,2,1,2,2,3,2,2,3,1,5,2,1,2,2,3,1,1,3,3,1,1,2,3,2
44101,"Aides de maintien à domicile, aides familiaux/familiales et personnel assimilé",2,1,3,2,3,2,0,2,1,3,1,2,1,1,3,2,2,1,2,2,2,1,1,2,2,5,2,1,3,2,3,2,3,2,2,1,2,1,2,2
44200,Combattants/combattantes de première ligne des Forces armées canadiennes,2,2,3,3,4,3,2,3,1,3,2,1,2,4,4,2,2,1,2,2,1,2,1,1,2,5,2,3,3,2,2,2,3,2,2,2,0,2,4,2
45100.01,Surveillants/surveillantes d'élèves,0,1,1,1,1,0,0,0,0,2,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,2,2,1,1,1,2,1,2,1,2,1,0,1,1,1
45100.02,Brigadiers/brigadières,0,1,1,1,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,1,1,1,1,2,1,2,0,1,1,0,1,1,1
50010,"Directeurs/directrices de bibliothèques, des archives, de musées et de galeries d'art",3,4,4,3,3,0,0,3,0,1,3,4,0,0,1,3,3,3,2,4,3,3,3,3,3,2,4,3,4,4,4,3,3,4,4,3,5,5,3,4
50011,"Directeurs/directrices - édition, cinéma, radiotélédiffusion et arts de la scène",3,4,4,2,4,0,0,3,0,0,3,4,0,0,1,4,4,5,3,4,4,5,5,5,4,2,5,5,5,5,5,4,3,5,5,3,5,5,5,4
50012,"Directeurs/directrices de programmes et de services de sports, de loisirs et de conditionnement physique",3,3,4,2,4,2,2,3,0,2,3,4,0,0,2,3,3,5,2,3,3,4,4,3,3,2,5,3,4,4,4,3,3,4,3,5,5,4,4,4
51100,Bibliothécaires,2,4,3,1,3,0,0,3,0,1,3,4,0,0,2,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3
51101.01,Restaurateurs/restauratrices,3,3,3,3,3,3,3,3,1,4,2,3,1,0,3,3,2,3,2,3,3,3,2,3,3,2,2,3,3,3,3,3,3,4,3,2,3,3,2,2
51101.02,Conservateurs/conservatrices,3,4,4,2,3,0,3,3,0,3,2,4,0,0,2,3,3,4,2,5,3,4,4,5,3,2,3,5,4,3,4,4,4,4,3,3,3,3,3,3
51102,Archivistes,2,4,3,2,2,2,0,5,0,3,3,4,0,0,2,3,3,4,3,4,3,4,4,3,3,2,3,4,4,3,4,4,4,4,3,3,3,4,3,3
51110,"Réviseurs/réviseures, rédacteurs-réviseurs/rédactrices-réviseures et chefs du service des nouvelles",2,4,3,1,2,0,0,4,0,1,3,2,0,0,1,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,2
51111.01,"Romanciers, dramaturges, scénaristes, poètes et autres écrivains créatifs",1,4,2,0,1,0,0,3,0,1,3,2,0,0,0,2,2,4,1,2,3,3,3,5,3,1,1,3,1,1,2,3,2,1,2,4,0,1,1,1
51111.02,Rédacteurs/rédactrices  (non technique),1,4,2,0,1,0,0,3,0,1,3,2,0,0,0,2,3,4,2,3,3,3,4,5,3,1,1,3,3,1,2,3,2,1,2,4,0,1,1,1
51111.03,Concepteurs-rédacteurs publicitaires/conceptrices-rédactrices publicitaires,1,4,3,1,3,0,0,2,0,0,3,2,0,0,0,2,3,3,1,2,2,3,1,5,3,1,1,4,3,3,3,2,3,3,2,5,1,2,3,1
51112,Rédacteurs/rédactrices techniques,1,4,3,1,1,0,4,4,1,1,4,1,0,0,1,4,4,3,3,3,2,3,1,3,4,1,1,2,3,2,2,5,1,3,2,2,2,2,2,2
51113,Journalistes,2,4,3,1,0,0,0,3,0,1,3,2,0,1,1,3,3,2,3,3,3,3,3,3,3,1,1,5,3,2,4,4,3,2,2,2,1,1,2,1
51114.01,Traducteurs/traductrices et traducteurs-réviseurs/traductrices-réviseures,1,4,2,2,2,0,0,3,0,0,3,2,0,0,0,3,3,3,4,2,3,3,3,3,4,3,1,4,4,2,5,5,3,2,2,2,2,1,1,1
51114.02,Terminologues,1,4,2,0,2,0,0,4,0,0,3,1,0,0,0,3,4,3,4,3,3,3,3,3,4,3,1,4,4,2,5,5,2,3,2,2,2,1,1,1
51114.03,Interprètes,1,4,3,1,2,0,0,3,0,1,2,1,0,0,0,3,3,3,2,2,3,3,3,2,4,3,3,4,4,2,5,5,4,2,2,2,1,2,2,2
51114.04,Interprètes en langue des signes,1,3,2,0,2,0,0,2,0,0,2,1,0,0,2,3,3,3,2,2,3,3,3,3,4,3,2,4,4,2,5,5,4,2,2,2,2,2,2,1
51120.01,"Producteurs/productrices de films cinématographiques, d'émissions de télévision, de radio et de jeux vidéos",4,4,3,1,4,0,0,3,0,1,3,4,0,0,1,3,2,4,2,4,4,4,4,4,3,1,3,4,4,4,3,3,3,2,3,3,3,4,3,2
51120.02,Réalisateurs/réalisatrices,3,4,3,2,3,0,2,3,0,1,3,3,0,0,1,2,2,4,2,4,4,4,4,5,3,1,3,4,4,4,3,3,3,3,3,3,3,4,3,3
51120.03,Chorégraphes,3,2,3,1,2,0,0,3,0,1,2,3,0,0,5,2,1,4,2,5,4,4,4,5,3,3,4,3,4,4,4,3,4,3,4,4,5,5,5,4
51120.04,Directeurs artistiques/directrices artistiques,2,3,3,2,2,0,3,3,0,1,4,3,0,0,1,3,3,4,3,5,4,5,4,5,3,1,2,4,4,4,3,3,3,3,3,5,2,3,3,2
51120.05,Monteurs/monteuses de films,2,3,3,1,2,0,1,3,0,1,4,2,0,0,1,2,2,2,2,3,3,2,2,4,3,1,1,3,3,2,3,2,2,2,2,2,2,3,2,2
51120.06,Producteurs/productrices de disques,2,3,2,1,1,0,0,3,0,1,3,4,0,0,1,2,2,4,1,4,4,3,5,4,3,2,3,3,3,4,4,3,3,3,4,3,4,5,4,4
51120.07,Directeurs/directrices de la photographie,3,3,2,2,4,3,2,3,2,2,3,3,1,0,1,3,3,3,3,4,4,4,4,5,3,2,3,4,3,4,3,3,3,3,3,4,3,4,5,4
51121.01,Chefs d'orchestre,2,3,2,1,2,0,1,3,0,1,2,4,0,0,2,2,2,3,2,4,3,4,4,5,2,1,3,3,3,4,4,3,5,3,4,3,3,5,5,4
51121.02,Compositeurs/compositrices,2,3,2,1,1,2,3,3,0,2,3,2,0,0,1,3,3,3,2,3,3,3,3,5,3,1,2,3,3,2,3,2,3,3,2,3,2,2,2,2
51121.03,Arrangeurs/arrangeuses,2,3,3,1,1,2,3,3,0,2,3,3,0,0,1,3,3,3,2,3,3,3,3,5,3,1,3,4,3,3,3,2,3,3,2,3,2,2,2,2
51122.01,Musiciens/musiciennes,0,2,2,2,2,2,1,3,0,2,3,2,1,0,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,2,3,3,5,2,3,3,2,2,3,2
51122.02,Chanteurs/chanteuses,0,2,2,1,1,0,1,1,0,2,1,1,0,0,3,2,2,2,1,2,1,2,1,3,2,2,1,3,2,2,3,2,5,1,1,1,1,1,2,1
51122.03,Professeurs/professeures de musique et de chant,1,2,3,2,1,0,1,2,1,2,2,1,2,0,2,1,2,2,1,2,2,2,2,3,2,3,4,2,3,2,3,3,3,3,2,3,1,1,2,5
52100.01,Techniciens/techniciennes dans les bibliothèques,1,2,2,1,1,0,0,2,1,3,2,2,0,0,3,2,1,1,2,2,1,2,1,2,2,2,1,2,3,1,2,2,3,1,2,2,1,1,1,1
52100.02,Techniciens/techniciennes dans les services d'archives publiques,1,2,2,1,1,0,0,2,1,3,3,2,0,0,3,2,2,1,3,2,2,2,1,2,2,2,1,2,3,1,2,2,3,1,1,2,1,1,1,1
52110,Cadreurs/cadreuses de films et cadreurs/cadreuses vidéo,1,2,2,2,3,3,2,2,3,3,3,2,3,0,3,1,1,2,1,2,2,2,1,4,3,2,2,3,3,2,3,1,2,2,2,3,1,2,2,2
52111,Techniciens/techniciennes en graphisme,2,3,2,2,2,2,2,2,2,2,4,2,0,0,1,3,2,3,3,2,2,3,3,5,3,2,2,2,3,2,3,3,2,3,2,3,2,2,2,1
52112,Techniciens/techniciennes en radiotélédiffusion,3,2,3,3,3,3,4,3,5,3,4,2,2,0,3,3,2,2,3,2,3,3,3,3,3,2,2,3,3,3,2,3,2,3,2,2,2,2,2,2
52113,Techniciens/techniciennes en enregistrement audio et vidéo,3,3,3,3,3,3,4,2,4,3,3,2,3,0,3,3,3,2,2,3,2,3,3,3,3,2,2,3,3,3,3,2,3,3,2,2,2,2,2,2
52114,Annonceurs/annonceuses et autres communicateurs/communicatrices,1,2,3,2,2,2,2,2,3,2,3,1,2,0,1,3,3,2,2,2,2,3,1,3,3,2,2,3,3,2,4,3,5,2,2,4,2,2,2,2
52119.01,Régisseurs/régisseures de plateau,3,3,3,2,3,0,2,2,0,2,3,4,0,0,2,3,3,3,2,3,4,4,4,3,3,2,3,3,3,4,4,3,3,3,4,4,3,4,5,3
52119.02,Chefs machinistes de plateau,2,2,3,3,4,2,3,3,1,2,2,3,1,0,2,2,2,2,3,3,3,3,4,2,3,2,3,3,3,4,2,2,2,3,3,3,3,4,3,3
52119.03,Chefs électriciens/chefs électriciennes de plateau et éclairagistes,2,2,3,3,4,3,3,2,4,3,2,2,4,4,4,2,2,2,2,3,2,3,3,2,3,2,3,2,3,3,1,2,2,2,2,2,2,3,3,3
52119.04,Coordonnateurs/coordonnatrices des cascades et truqueurs/truqueuses,2,3,3,4,4,3,4,3,3,3,2,2,3,2,4,2,3,3,4,4,3,3,3,3,3,4,3,2,3,4,2,3,1,3,2,3,2,3,3,3
52119.05,Maquilleurs/maquilleuses,2,3,2,2,2,0,2,2,0,3,1,2,0,0,3,1,1,2,1,1,2,3,2,4,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2
52119.06,Costumiers/costumières,2,2,2,3,2,0,2,2,0,3,1,2,0,0,3,2,1,2,1,2,2,2,2,3,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2
52119.07,Chefs d'atelier de décors et chefs accessoiristes,3,3,3,3,3,2,5,3,0,3,3,4,2,0,3,2,3,4,3,3,4,5,5,4,4,2,3,4,3,5,4,4,3,3,3,3,4,4,4,3
52120.01,Designers graphiques,3,3,2,1,2,0,3,2,2,1,4,2,0,0,1,2,2,3,2,3,3,3,3,5,4,1,2,4,3,3,3,3,2,3,2,5,2,2,2,2
52120.02,Illustrateurs/illustratrices,2,3,1,2,2,2,2,1,1,3,3,2,0,0,0,2,2,2,1,2,2,3,2,5,3,1,1,3,2,1,3,2,2,2,2,2,1,1,1,1
52121,Designers d'intérieur et décorateurs/décoratrices d'intérieur,4,4,2,2,2,0,4,3,0,2,3,3,0,1,1,2,2,3,2,3,3,4,3,5,3,3,3,4,3,5,3,3,3,3,3,5,3,3,4,3
53100.01,Techniciens/techniciennes en restauration et en conservation,3,3,3,3,3,3,3,3,2,3,2,2,2,0,3,2,2,3,2,3,2,2,2,3,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2
53100.02,Encadreurs/encadreuses de tableaux,2,3,3,3,3,3,2,2,1,3,2,2,2,0,3,2,2,3,2,3,2,2,2,3,3,2,2,3,2,3,3,2,3,3,2,2,2,2,2,2
53100.03,Interprètes de musée,1,3,3,1,2,0,0,1,0,2,2,1,0,0,2,2,3,2,1,2,1,2,2,3,2,3,2,4,2,2,2,3,4,1,2,2,2,1,1,2
53100.04,"Adjoints/adjointes à la conservation, les agents/agentes des services de vulgarisation, les techniciens/techniciennes en muséologie et les catalogueurs/catalogueuses et registraires de musée",2,3,3,2,2,2,0,3,0,3,3,2,0,0,2,2,2,2,2,3,3,2,2,2,3,2,2,2,3,2,3,2,3,3,2,2,2,2,2,2
53100.05,Taxidermistes,3,3,3,3,3,2,2,2,0,4,2,2,1,2,3,2,3,2,2,3,2,3,1,3,1,2,1,3,2,2,2,2,3,1,2,2,2,2,2,2
53110,Photographes,2,3,2,2,2,2,2,2,1,3,4,4,1,1,3,1,2,3,1,2,2,3,3,5,3,2,2,4,1,2,3,1,3,2,3,5,2,2,2,2
53111.01,Grutiers/grutières en cinéma et radiotélédiffusion,1,2,2,3,3,3,2,2,3,3,2,2,4,2,3,1,1,2,1,2,2,2,1,2,2,2,2,3,2,2,3,1,2,2,2,3,1,2,2,2
53111.02,Projectionnistes de cinéma,1,1,1,3,2,2,2,1,3,3,2,1,4,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2
53111.03,Accessoiristes et constructeurs/constructrices de décors,3,3,2,3,3,2,5,3,0,3,3,4,2,2,3,3,3,4,3,3,4,5,5,5,4,1,3,4,4,5,4,4,3,3,3,3,3,3,4,3
53111.04,Assistants/assistantes au script,0,2,1,1,1,2,0,3,0,2,2,2,0,0,1,3,2,2,2,2,1,2,2,2,2,3,2,2,3,2,3,2,3,2,2,1,2,2,1,1
53111.05,Machinistes et monteurs-régleurs/monteuses-régleuses de plateau,2,2,1,5,3,4,4,2,3,5,2,1,3,3,4,2,2,2,3,1,3,2,2,2,2,2,2,2,3,2,2,2,1,1,1,1,1,2,2,2
53111.06,Habilleurs/habilleuses,2,2,2,2,2,0,0,1,0,3,1,2,0,0,2,2,1,2,1,2,2,2,2,3,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2
53111.07,Assistants/assistants à la réalisation,2,3,2,1,2,0,1,3,0,2,3,3,0,0,1,3,2,2,2,2,2,3,4,2,2,3,2,3,4,3,3,3,3,2,2,1,2,2,2,2
53120.01,Danseurs/danseuses,0,1,1,1,1,0,0,1,0,2,0,1,0,0,5,1,1,1,1,1,1,2,1,3,1,2,1,1,2,1,2,1,5,1,1,2,0,1,3,1
53120.02,Professeurs/professeures de danse,2,2,3,1,2,0,0,1,0,2,0,1,0,0,5,1,2,2,1,3,2,2,3,3,2,3,4,2,3,2,3,3,4,2,2,3,2,2,3,5
53121.01,Acteurs/actrices et comédiens/comédiennes,0,2,1,1,1,0,0,1,0,3,1,1,0,0,4,1,2,1,2,2,1,2,1,5,1,2,2,3,3,1,3,1,4,1,1,2,1,2,2,2
53121.02,Professeurs/professeures d'art dramatique,1,3,3,1,2,0,1,2,0,2,2,1,0,0,2,1,3,3,2,3,2,2,3,4,2,3,4,2,3,2,3,3,3,3,3,3,2,2,2,5
53121.03,Artistes de cirque,0,2,1,2,1,0,1,1,0,3,1,1,0,0,5,1,1,1,2,2,2,2,0,5,1,2,2,3,3,1,3,1,4,1,1,2,1,2,3,2
53122.01,Peintres,1,1,1,2,3,2,3,2,0,3,2,2,0,0,2,1,2,1,1,2,2,3,1,5,3,1,1,2,1,1,2,1,2,1,1,2,0,1,1,1
53122.02,Sculpteurs/sculpteures,1,2,2,2,3,3,3,2,0,3,3,2,0,0,2,1,2,1,1,2,2,3,1,5,3,1,1,2,1,1,2,1,2,1,1,3,0,1,1,1
53122.03,Professeurs/professeures d'art,2,3,3,2,2,2,3,2,0,3,2,3,1,0,2,1,2,2,2,3,2,3,2,5,3,3,4,3,3,2,3,3,3,2,2,3,1,2,3,5
53123.01,Ensembliers/ensemblières de théâtre,3,3,3,3,3,2,4,3,2,3,3,5,2,0,3,2,2,3,2,3,3,4,3,5,3,2,3,3,3,4,4,4,3,3,3,4,4,4,4,3
53123.02,Dessinateurs/dessinatrices de mode,3,3,3,3,4,2,4,2,0,2,2,5,1,0,2,3,2,4,3,4,4,4,4,5,3,2,3,4,2,3,4,3,3,4,3,4,3,4,2,2
53123.03,Concepteurs/conceptrices d'expositions,3,3,3,3,3,2,4,3,0,2,3,3,0,0,2,2,2,3,2,3,3,4,3,4,3,2,3,3,3,3,3,4,2,3,3,3,3,3,3,3
53124.01,Artisans sculpteurs/artisanes sculpteures,3,2,1,3,2,3,2,1,2,3,3,3,3,2,4,1,1,3,1,2,2,3,3,5,2,1,1,3,1,1,2,1,4,1,2,2,1,1,1,1
53124.02,Souffleurs/souffleuses de verre,2,1,2,3,3,4,2,1,1,3,1,1,3,2,4,1,1,1,2,2,1,1,1,3,1,1,2,1,2,1,1,1,1,1,2,2,0,2,1,1
53124.03,Orfèvres,2,2,2,3,2,3,2,1,1,3,1,3,3,0,3,2,1,1,2,2,2,1,1,3,1,1,1,2,2,1,1,1,2,1,1,2,0,1,1,1
53124.04,Potiers/potières,2,2,2,3,2,3,2,1,1,4,1,3,3,0,3,1,1,2,1,2,2,2,2,3,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1
53124.05,Artisans vitraillistes/artisanes vitraillistes,2,1,1,3,2,3,2,1,2,3,2,4,3,0,3,1,1,2,1,2,2,3,2,4,2,1,1,3,1,1,1,1,3,1,2,2,0,1,0,1
53124.06,Confectionneurs/confectionneuses d'instruments musicaux,2,2,1,3,2,3,2,1,2,4,3,3,3,2,4,2,2,3,2,3,2,3,3,4,1,1,1,3,1,1,2,1,4,1,2,2,1,1,1,1
53124.07,Tisserands/tisserandes,2,1,2,3,2,3,2,1,0,3,1,4,2,0,2,1,1,2,1,2,1,2,1,4,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,1
