Code,Nom,Type de Structure,Categorie,Description
F02a02,Stratégies d’apprentissage et d’enseignement,Descripteur,Compétences,La capacité de choisir et d'utiliser des méthodes et procédures de formation et d’enseignement adaptées à la situation lors de l’apprentissage ou de l'enseignement de nouvelles matières. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5.
F02a03,Prise de décisions,Descripteur,Compétences,"La capacité d’analyser l’information parmi un ensemble d’alternatives, d’évaluer les résultats potentiels et de choisir la solution la plus appropriée permettant d’atteindre un objectif prédéterminé. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F02b,Compétences en matière d'analyse des opérations et des systèmes,Groupe de similitudes,Compétences,
F02b01,Évaluation,Descripteur,Compétences,"La capacité d'évaluer systématiquement des produits, des services ou des processus en utilisant des indicateurs mesurables dans le but de garantir ou d'améliorer la performance. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F02b02,Analyse reliée aux exigences,Descripteur,Compétences,La capacité d’analyser les besoins et les exigences relatives au produit afin de créer un design. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5.
F02b03,Analyse de systèmes,Descripteur,Compétences,"La capacité de déterminer comment un système devrait fonctionner et comment des changements de condition, d’opération et d’environnement affecteront les résultats. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F02b04,Recherche et enquête,Descripteur,Compétences,"La capacité d’effectuer des études et d’examiner les informations et données afin d’accroître les connaissances et la compréhension des faits, de trouver les causes, de vérifier des hypothèses et de tirer des conclusions ou de faire des recommandations. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F02b05,Résolution de problèmes,Descripteur,Compétences,La capacité d'identifier les problèmes et d'examiner les informations connexes pour élaborer des solutions ou des options réalisables permettant d'atteindre l'objectif final souhaité. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5.
F03,Compétences techniques,Sous-Categorie,Compétences,"Capacités développées qui se rapportent au côté pratique ou mécanique d'une activité, à l'application d'un ensemble de procédés techniques et au savoir-faire exigé."
F03a,Compétences techniques,Groupe de similitudes,Compétences,
F03a01,Sélection des équipements et d'outils,Descripteur,Compétences,"La capacité de choisir entre deux ou plusieurs types d'outils, d'équipements ou de machines pour effectuer un travail. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F03a02,Maintenance préventive,Descripteur,Compétences,"La capacité d'effectuer l'entretien des équipements, dispositifs, bâtiments ou machines afin de les maintenir en état de fonctionnement et de prévenir les dommages ou les pannes. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F03a03,Ajustage — montage,Descripteur,Compétences,"La capacité de régler, d'ajuster, d'installer et d'assembler des équipements, machines, pièces ou câblages afin de les préparer pour leur fonctionnement et leur utilisation. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F03a04,Fonctionnement et contrôle,Descripteur,Compétences,"La capacité de manœuvrer et de contrôler le fonctionnement des équipements, machines, véhicules ou systèmes. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F03a05,Surveillance du fonctionnement des équipements et de la machinerie,Descripteur,Compétences,"La capacité de surveiller des jauges, cadrans, écrans numériques ou d’autres indicateurs pour s’assurer qu'une machine ou une pièce d'équipement fonctionne conformément aux spécifications. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F03a06,Dépannage,Descripteur,Compétences,"La capacité de déterminer les causes des erreurs de fonctionnement des équipements, machines et systèmes technologiques et de décider comment résoudre ces problèmes. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F03a07,Réparer,Descripteur,Compétences,"La capacité à remplacer, à restaurer ou à ajuster les composantes défectueuses et déficientes dans un équipement, une machine ou un système technique et faire des tests au niveau des fonctions, du fonctionnement, de l'apparence et de la sécurité. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F03a08,Test de contrôle de la qualité,Descripteur,Compétences,"La capacité à effectuer des tests ou des inspections de prototypes, produits, services ou processus pour assurer leur qualité. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F03a09,Conception de produit,Descripteur,Compétences,"La capacité de concevoir et de développer des spécifications pour la construction d'objets, d’équipement, de machineries, de structures ou de systèmes d’ingénierie (excluant les logiciels et le matériel informatique). Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F03a10,Production numérique,Descripteur,Compétences,"La capacité de concevoir, de développer, d’adapter ou d’intégrer du matériel informatique, des applications logicielles, des appareils électroniques ou des technologies numériques tout en respectant les normes de cybersécurité. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F04,Compétences en gestion de ressources,Sous-Categorie,Compétences,"Capacités développées requises pour planifier, organiser, surveiller et contrôler l’affectation des ressources pour atteindre les objectifs."
F04a,Compétences en matière de gestion des ressources,Groupe de similitudes,Compétences,
F04a01,Gestion des ressources financières,Descripteur,Compétences,"La capacité de planifier, d'organiser, de diriger, de contrôler ou de surveiller les ressources et les activités financières et de rendre compte de l'utilisation de ces ressources pour s'assurer qu'elle est conforme aux objectifs et aux buts. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F04a02,Gestion des ressources matérielles,Descripteur,Compétences,"La capacité de planifier et de gérer les achats, inventaires, entreposages, transports, distribution de produits ou de matériaux ou l’utilisation des équipements et installations. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F04a03,Gestion des ressources humaines,Descripteur,Compétences,"La capacité de recruter, de former, de motiver, de développer et de diriger les employés, d'identifier les meilleures personnes pour les tâches à effectuer et d'établir leurs objectifs en relation avec les buts de l’organisation. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F04b,Compétences en matière de planification,Groupe de similitudes,Compétences,
F04b01,Planification opérationnelle,Descripteur,Compétences,"La capacité de déterminer les phases et les étapes, de définir les activités et les tâches et d'établir les calendriers pour l’atteinte des objectifs en respectant les échéanciers et le budget établi. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F04b02,Projection des résultats,Descripteur,Compétences,"La capacité d’estimer, de prédire et de prévoir les résultats ou conséquences d’une action ou d’une série d’actions fondés sur des données et des indicateurs. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F04b03,Gestion du risque,Descripteur,Compétences,La capacité d’identifier et d’évaluer les risques et de déterminer les procédures à suivre pour réduire ou éviter leurs répercussions. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5.
F04b04,Planification stratégique,Descripteur,Compétences,La capacité de fixer des objectifs en fonction des besoins d’une organisation et d’élaborer des stratégies et des plans d’action pour y parvenir. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5.
F04b05,Gestion du temps,Descripteur,Compétences,La capacité de gérer son temps et celui d’autres personnes. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5.
F04c,Suivi de performance,Groupe de similitudes,Compétences,
F04c01,Suivi de performance,Descripteur,Compétences,"La capacité de surveiller et d'évaluer son propre rendement, celui des autres personnes ou de l'organisation pour apporter des améliorations ou prendre des mesures correctives. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F04d,Compétences en matière de gestion du changement et de gestion de crise,Groupe de similitudes,Compétences,
F04d01,Gestion du changement,Descripteur,Compétences,"La capacité de planifier et de mettre en œuvre des stratégies de changement, de communiquer les effets du changement et de fournir des conseils et un soutien aux personnes concernées par le changement. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F04d02,Gestion de crise,Descripteur,Compétences,"La capacité d'établir un plan d'intervention pour les situations d'urgence, l'appliquer et s'adapter aux situations tout en limitant les impacts sur les personnes, les clients, les employés et l'organisation. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F05,Compétences interpersonnelles,Sous-Categorie,Compétences,Capacité développées utilisées pour travailler avec d’autres personnes dans le but d’atteindre des objectifs.
F05a,Compétences interpersonnelles,Groupe de similitudes,Compétences,Capacité développées utilisées pour travailler avec d’autres personnes dans le but d’atteindre des objectifs.
F05a01,Coordination,Descripteur,Compétences,La capacité d’organiser des personnes ou des groupes en ajustant les activités par rapport à celles des autres afin qu’elles fonctionnent efficacement comme un tout. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5.
F05a02,Instruire,Descripteur,Compétences,La capacité d'enseigner aux autres des connaissances ou la manière de faire quelque chose. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5.
F05a03,Négociation,Descripteur,Compétences,"La capacité de participer à la communication entre les parties, ou de la faciliter, afin de résoudre les différends et de parvenir à un accord mutuellement acceptable ou viable. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F05a04,Persuasion,Descripteur,Compétences,"La capacité de convaincre les autres  personnes de changer d'idées, de croyances, d'intentions ou de comportements. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F05a05,Perception sociale,Descripteur,Compétences,"La capacité de prendre conscience des réactions des autres, de leur communication non verbale, des indices du langage corporel et de leurs sentiments, et de discerner les raisons qui sous-tendent leurs comportements. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F05a06,Sensibilité interculturelle,Descripteur,Compétences,"La capacité de communiquer, d'interagir et de travailler de façon appropriée avec des personnes de différents milieux culturels, en reconnaissant que la diversité existe à la fois entre et au sein des groupes culturels et qu'elle peut s'exprimer dans les coutumes, les valeurs et les façons de penser et d'agir. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5."
F05a07,Gestion de conversations,Descripteur,Compétences,La capacité de mener et de faciliter le dialogue entre deux personnes ou plus. Ce descripteur est mesuré par niveau de compétence sur une échelle de 1 à 5.
G,Connaissances,Catégorie,Connaissances,Ensemble organisé de principes et de pratiques utilisés pour l'exécution de tâches et d'activités dans un domaine particulier.
G01,Administration et gestion,Sous-Categorie,Connaissances,Ensemble organisé de principes et de pratiques s'appliquant aux domaines de l’administration et de la gestion.
G01a,Administration et gestion,Groupe de similitudes,Connaissances,
G01a01,Comptabilité,Descripteur,Connaissances,"Connaissance des concepts, principes, méthodes et pratiques de budgétisation, stockage, suivi, contrôle, analyse et compte rendu des transactions financières. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G01a02,Gestion des affaires,Descripteur,Connaissances,"Connaissance des concepts, principes et pratiques de gestion des opérations commerciales, tels que la planification stratégique, l'affectation des ressources, la gestion de la production et la coordination des personnes et des activités. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G01a03,Travail de bureau,Descripteur,Connaissances,"Connaissance des concepts, principes, méthodes, procédures et pratiques administratives pour le fonctionnement des opérations quotidiennes de bureau. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G01a04,Finance,Descripteur,Connaissances,"Connaissance des concepts, principes, méthodes et pratiques liés aux opérations, systèmes et institutions financières. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G01a05,Ressources humaines et relations de travail,Descripteur,Connaissances,"Connaissance des concepts, principes, procédures et pratiques relatifs au recrutement, à la sélection, à l'embauche, à la formation, au déploiement, à la rémunération et aux avantages sociaux, aux relations et négociations de travail, et aux systèmes d'information sur le personnel. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G01a06,Vente et Marketing,Descripteur,Connaissances,"Connaissance des concepts, principes, techniques, pratiques et des outils permettant de déterminer le comportement et les besoins des consommateurs, de développer des opportunités commerciales et de promouvoir et vendre des produits et services. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G01a07,Services aux clients,Descripteur,Connaissances,"Connaissance des concepts, principes et pratiques dans la prestation de services et de soutien pour satisfaire les exigences et besoins des clients. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G02,Communication,Sous-Categorie,Connaissances,Ensemble organisé de principes et de pratiques s'appliquant aux domaines de la communication.
G02a,Communication,Groupe de similitudes,Connaissances,
G02a01,Communications et médias,Descripteur,Connaissances,"Connaissance des concepts, principes, méthodes et techniques de création, production, distribution ou diffusion de communications écrites, sonores, audiovisuel ou visuels. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G03,Éducation,Sous-Categorie,Connaissances,Ensemble organisé de principes et de pratiques s'appliquant aux domaines de l’éducation.
G03a,Éducation,Groupe de similitudes,Connaissances,
G03a01,Enseignement,Descripteur,Connaissances,"Connaissance des concepts, principes, méthodes et pratiques d'instruction des individus et groupes, de la conception des programmes d'enseignement et de la mesure des résultats de l'apprentissage. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G03a02,"Formation, mentorat et encadrement",Descripteur,Connaissances,"Connaissance des concepts et principes de l'apprentissage et de la préparation à l'apprentissage, ainsi que des méthodes permettant de guider, de conseiller, d'orienter et de soutenir les objectifs professionnels ou personnels des individus ou des groupes afin qu'ils acquièrent de l'expérience et améliorent leurs compétences. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G04,Santé et bien-être,Sous-Categorie,Connaissances,Ensemble organisé de principes et de pratiques s'appliquant aux domaines de la santé et du bien-être.
G04a,Santé et bien-être,Groupe de similitudes,Connaissances,
G04a01,Hospitalité,Descripteur,Connaissances,"Connaissance des concepts, principes, techniques et outils ou équipements pour gérer des installations et fournir des services de restauration, d'hébergement ou de tourisme, en mettant l'accent sur l’expérience du client. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G04a02,Santé mentale,Descripteur,Connaissances,"Connaissance des concepts, principes, méthodes et procédures d'évaluation, de diagnostic, de traitement, de réadaptation, ou de conseil pour traiter les processus, comportements et troubles neurologiques et cognitifs ou pour maintenir une santé mentale et un bien-être équilibré. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G04a03,Services personnels,Descripteur,Connaissances,"Connaissance des concepts, principes, techniques et outils permettant de fournir des services de nature personnelle liés aux soins corporels, à la garde d'enfants et à d'autres services à domicile. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G04a04,Santé physique,Descripteur,Connaissances,"Connaissance des concepts et principes de l'anatomie humaine, des systèmes organiques, des sciences biomédicales, de la génétique et des procédures, techniques et outils nécessaires pour diagnostiquer et traiter les blessures et les maladies, pour rétablir et maintenir la santé physique par la prévention et le traitement. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G04a05,"Récréation, loisirs et exercices physiques",Descripteur,Connaissances,"Connaissance des concepts, principes, pratiques et de l'équipement pour l'exercice physique et pour la gestion et la prestation de programmes ou de services récréatifs, de loisirs ou de conditionnement physique. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G04a06,Vétérinaire et soins aux animaux,Descripteur,Connaissances,"Connaissance des concepts, principes, pratiques, techniques et outils pour la prévention, les soins, le diagnostic et le traitement des maladies, troubles et blessures, et le maintien du bien-être des animaux. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G05,"Droit, gouvernement et sécurité",Sous-Categorie,Connaissances,"Ensemble organisé de principes et de pratiques s'appliquant aux domaines du droit, du gouvernement et de la sécurité."
G05a,"Droit, gouvernement et sécurité",Groupe de similitudes,Connaissances,
G05a01,Militaire,Descripteur,Connaissances,"Connaissance des organisations, structures, pratiques et stratégies liées à la défense, la sécurité, aux renseignements et au maintien de la paix. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G05a02,Droit,Descripteur,Connaissances,"Connaissance des concepts, principes, fonctionnement et processus des systèmes juridiques provinciaux-territoriaux, fédéraux ou internationaux pour l'établissement, la mise en œuvre et l'application des lois, codes et documents juridiques et des procédures judiciaires. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G05a03,Affaires publiques et relations gouvernementales,Descripteur,Connaissances,"Connaissance des concepts, principes, processus et fonctionnement des gouvernements et systèmes politiques pour l'établissement et la mise en œuvre de politiques, règles, règlements et décrets. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G05a04,Sûreté et sécurité publique,Descripteur,Connaissances,"Connaissance des concepts, principes, règlements, procédures et pratiques des opérations et systèmes de sûreté et sécurité publique pour la protection des personnes, données et biens. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G06,"Logistique, conception et évaluation",Sous-Categorie,Connaissances,"Ensemble organisé de principes et de pratiques s'appliquant aux domaines de la logistique, de la conception et de l’évaluation."
G06a,"Logistique, conception et évaluation",Groupe de similitudes,Connaissances,
G06a01,Fabrication et production,Descripteur,Connaissances,"Connaissance des concepts, principes, méthodes et techniques de production et de transformation, incluant les processus manuels et mécaniques. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G06a02,Logistique,Descripteur,Connaissances,"Connaissance des concepts, principes, infrastructures et processus de planification, d'organisation et de coordination pour le transport des personnes et des animaux ou pour l'acquisition, le transport et le stockage des biens et des ressources. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G06a03,Mesure de la performance,Descripteur,Connaissances,"Connaissances des concepts, principes, méthodes, pratiques et stratégies de surveillance, de développement, de livraison et de la qualité des produits, programmes ou services. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G06a04,Conception technique,Descripteur,Connaissances,"Connaissance des concepts, principes, méthodes, techniques et outils de conception technique impliqués dans la création et la production de plans, bleus, dessins ou modèles techniques. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G07,Ressources naturelles,Sous-Categorie,Connaissances,Ensemble organisé de principes et de pratiques s'appliquant aux domaines des ressources naturelles.
G07a,Ressources naturelles,Groupe de similitudes,Connaissances,
G07a01,Agriculture et horticulture,Descripteur,Connaissances,"Connaissance des concepts, principes, techniques, matériaux et équipements pour planter, cultiver, récolter, stocker ou conserver les plantes et les produits alimentaires d'origine végétale. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G07a02,Foresterie,Descripteur,Connaissances,"Connaissance des concepts, principes, techniques, matériaux et équipements pour l'approvisionnement, la transformation et la gestion des ressources forestières extraites, ainsi que pour la surveillance et la préservation durable des ressources forestières. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G07a03,Ressources géologiques,Descripteur,Connaissances,"Connaissance des concepts, principes, techniques, matériaux et équipements pour l'approvisionnement, le traitement, la gestion, la surveillance ou la préservation des ressources de minéraux et métaux. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G07a04,"Animaux d’élevage, de basse-cour et de faune sauvage",Descripteur,Connaissances,"Connaissance des concepts, principes, techniques, matériaux et équipements pour planter, cultiver, récolter, stocker ou conserver les plantes et les produits alimentaires d'origine végétale. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G07a05,Ressources aquatiques,Descripteur,Connaissances,"Connaissance des concepts, principes, techniques, matériaux et équipements pour l'approvisionnement, le traitement, la gestion, la surveillance ou la préservation des ressources en eau, y compris les rivières, les lacs, les océans et les aquifères souterrains. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G08,Sciences physiques,Sous-Categorie,Connaissances,Ensemble organisé de principes et de pratiques s'appliquant aux domaines des sciences physiques.
G08a,Sciences physiques,Groupe de similitudes,Connaissances,
G08a01,Biologie,Descripteur,Connaissances,"Connaissance des concepts et principes des organismes vivants, notamment leur structure, fonction, croissance, origine, évolution, répartition et classification, leurs interdépendances et interactions entre eux et avec l'environnement, ainsi que les méthodes et techniques pour leur manipulation sûre et éthique. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G08a02,Chimie,Descripteur,Connaissances,"Connaissance de la composition, de la structure et des propriétés des substances chimiques, y compris leurs interactions, transformations et utilisations, ainsi que les techniques de production, facteurs de risque et méthodes d'élimination. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G08a03,Géoscience,Descripteur,Connaissances,"Connaissance des concepts, principes, méthodes et techniques pour comprendre la qualité des matériaux, les caractéristiques physiques, la composition, la structure et les systèmes naturels, ainsi que l'évolution des phénomènes de la terre, des océans et de l'atmosphère. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G08a05,Physique,Descripteur,Connaissances,"Connaissance des concepts, principes, propriétés et lois fondamentales qui régissent l'espace, le temps, l'énergie et la matière, ainsi que le matériel et les méthodes permettant d'étudier et d'appliquer les interactions entre objets, notamment les atomes, particules, et corps célestes. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G09,Systèmes socio-économiques,Sous-Categorie,Connaissances,Ensemble organisé de principes et de pratiques s'appliquant aux domaines socio-économiques.
G09a,Systèmes socio-économiques,Groupe de similitudes,Connaissances,
G09a01,Arts,Descripteur,Connaissances,"Connaissance des concepts, principes et techniques d'expression artistique nécessaires à la création, composition ou production d’arts visuels, appliqués, littéraires ou de la scène. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G09a02,Économie,Descripteur,Connaissances,"Connaissance des concepts et principes de la production, distribution et consommation de biens et services et des méthodes d’analyse, y compris les techniques de simulation et de prévision. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G09a03,Sciences humaines,Descripteur,Connaissances,"Connaissance des concepts, principes et méthodes permettant de comprendre les interactions humaines, et les structures sociales, ainsi que les événements survenus à travers le temps et leurs effets sur les civilisations, les cultures et l'environnement. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G09a04,"Bibliothèque, conservation et patrimoine",Descripteur,Connaissances,"Connaissance des concepts, principes, techniques et outils de classification, de stockage, de récupération, d'exposition, de gestion ou d'enregistrement de la documentation sur divers supports, des objets de musée ou des œuvres d'art. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G09a05,Théologie et philosophie,Descripteur,Connaissances,"Connaissance des concepts et principes des systèmes religieux et philosophiques et des questionnements fondamentaux sur l'existence, la raison, les valeurs, l'éthique, les modes de pensée, les coutumes, les pratiques et leur impact sur les individus, la culture humaine et la société. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G10,"Technologie, électricité, matériaux et mécanique",Sous-Categorie,Connaissances,"Ensemble organisé de principes et de pratiques s'appliquant aux domaines de la technologie, de l’électricité, des matériaux et de la mécanique."
G10a,"La Technologie, électricité, matériaux et mécanique",Groupe de similitudes,Connaissances,
G10a01,Bâtiment et construction,Descripteur,Connaissances,"Connaissance des concepts, principes, méthodes, matériaux et outils utilisés dans la construction, l'entretien et la réparation de maisons, de bâtiments ou d'infrastructures telles que les autoroutes et les routes. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G10a02,"Informatique, technologie et systèmes d'information",Descripteur,Connaissances,"Connaissance des concepts, principes, processus, techniques et outils pour les systèmes, dispositifs et produits technologiques et numériques, tels que le développement, l'assemblage, la programmation, l'utilisation, le dépannage ou la maintenance de matériel ou de logiciels. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G10a03,Électricité et électronique,Descripteur,Connaissances,"Connaissance des concepts, principes, techniques et outils appliqués au développement, à l'utilisation, la réparation et l'entretien des produits et dispositifs électroniques et électriques. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G10a04,Mécanique et machines,Descripteur,Connaissances,"Connaissance des pièces, normes et fonctionnement des machines, véhicules, équipements ou outils et les techniques utilisées pour leur réparation ou entretien. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G10a05,Télécommunications,Descripteur,Connaissances,"Connaissance des concepts, principes, processus, techniques et outils de la transmission d'informations par fil, radio, fibre optique ou autre système électromagnétique pour l'utilisation, la réparation, l'entretien, le contrôle ou l'exploitation des systèmes de télécommunications. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G10a06,"Exploitation de véhicules, de machinerie et d'équipement",Descripteur,Connaissances,"Connaissance des pièces et du fonctionnement des véhicules, de la machinerie ou de l'équipement, ainsi que des techniques et des pratiques pour leur utilisation sécuritaire et efficace. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G11,Connaissances fondamentales,Sous-Categorie,Connaissances,Ensemble organisé de principes et de pratiques qui sont fondamentaux pour l'acquisition de nouvelles connaissances.
G11a,Connaissances fondamentales,Groupe de similitudes,Connaissances,
G11a01,Langues,Descripteur,Connaissances,"Connaissance du vocabulaire, de la structure et des règles de grammaire, de l'orthographe et de la prononciation des mots dans l’une ou les deux langues officielles, les langues autochtones et les langues non officielles. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
G11a02,Mathématiques,Descripteur,Connaissances,"Connaissance des concepts, principes, méthodes et applications de l'arithmétique, l'algèbre, la géométrie, la trigonométrie, du calcul différentiel et intégral, des probabilités et des statistiques. Ce descripteur est mesuré par niveau de connaissance sur une échelle de 1 à 3."
J,Contexte de travail,Catégorie,Contexte de travail,"Facteurs physiques, environnementaux et sociaux exerçant une influence sur la nature du travail."
J01,Caractéristiques structurelles de l’emploi,Sous-Categorie,Contexte de travail,Les composantes qui définissent le cadre structurel de l’emploi.
J01a,Caractère critique de la position,Groupe de similitudes,Contexte de travail,
J01a01,Conséquence des erreurs,Descripteur,Contexte de travail,L’impact sur les résultats d’une erreur difficilement rectifiable commise par un travailleur. Ce descripteur est mesuré par degré de conséquence de l'erreur sur une échelle de 1 à 5.
J01a02,Liberté décisionnelle,Descripteur,Contexte de travail,L'emploi permet à l'employé de prendre des décisions sans supervision. Ce descripteur est mesuré par le degré de liberté de décision sur une échelle de 1 à 5.
J01a03,Fréquence de la prise de décisions,Descripteur,Contexte de travail,"L’emploi requiert de l’employé qu'il prenne des décisions qui affectent d'autres personnes, les ressources financières, ou l'image et la réputation de l'organisation. Ce descripteur est mesuré par fréquence  sur une échelle de 1 à 5."
J01a04,Incidence des décisions,Descripteur,Contexte de travail,L'impact sur l'organisation ou les collègues des décisions prises par l'employé (une décision doit être comprise comme une conclusion ou une résolution obtenue après réflexion). Ce descripteur est mesuré par degré d'impact sur une échelle de 1 à 5.
J01b,Différents types de défis,Groupe de similitudes,Contexte de travail,
J01b01,Automatisation,Descripteur,Contexte de travail,"L'emploi requiert le fonctionnement, la manipulation ou le maniement de systèmes, processus ou machines automatisés. Ce descripteur est mesuré par le degré d'automatisation sur une échelle de 1 à 3."
J01b02,Précision,Descripteur,Contexte de travail,L'emploi requiert de l'employé qu'il soit exact ou précis. Ce descripteur est mesuré par importance sur une échelle de 1 à 5.
J01b03,Travail structuré par rapport au travail non structuré,Descripteur,Contexte de travail,"La mesure dans laquelle le travail de l'employé est structuré, plutôt que de lui permettre de déterminer ses tâches, priorités et objectifs. Ce descripteur est mesuré par degré de liberté pour déterminer les tâches et les priorités  sur une échelle de 1 à 5."
J01b04,Répétition des tâches,Descripteur,Contexte de travail,L'emploi requiert que les mêmes tâches soient répétées dans l'exécution du travail. Ce descripteur est mesuré par importance sur une échelle de 1 à 5.
J01c,Rythme et calendrier,Groupe de similitudes,Contexte de travail,
J01c01,Rythme déterminé par la vitesse de fonctionnement de l’équipement,Descripteur,Contexte de travail,"L'emploi requiert de suivre le rythme des équipements, machines ou ordinateurs. Il ne s'agit pas d'être occupé en permanence par le poste. Ce descripteur est mesuré par importance sur une échelle de 1 à 5."
J01c02,Contraintes de temps,Descripteur,Contexte de travail,"L'emploi requiert de travailler sous pression, de respecter un délai strict ou de tenir compte de priorités concurrentes. Ce descripteur est mesuré par fréquence et par importance sur une échelle de 1 à 5."
J01c03,Type d’horaires de travail,Descripteur,Contexte de travail,Type d’horaire que l’emploi requiert généralement. Ce descripteur est mesuré par horaire de travail sur une échelle de 1 à 3.
J01c04,Durée d’une semaine de travail,Descripteur,Contexte de travail,Le nombre d’heures de travail habituellement complétées par période de 7 jours. Ce descripteur est mesuré par heures travaillées dans une semaine typique sur une échelle de 1 à 3.
