OaSIS profile code,Excluded code,Job title
22300.01,70010,
22300.02,21202,
22300.02,22210,
22300.02,22212,
22300.02,22213,
22300.02,22233,
22300.02,22303,
22300.02,70010,
22301.01,22211,
22301.01,22212,
22301.01,62100,
22301.01,90010,
22301.01,90011,
22301.02,22211,
22301.02,22212,
22301.02,62100,
22301.02,90010,
22301.02,90011,
22302.02,72100,
22302.02,72101,
22302.02,72102,
22302.02,72103,
22302.02,72104,
22302.02,72105,
22302.02,72106,
22303.00,21300,
22303.00,22210,
22303.00,22300,
22303.00,70010,
22310.01,20010,
22310.01,62100,
22310.01,90010,
22310.02,20010,
22310.02,22311,
22310.02,22312,
22310.02,22313,
22310.02,62100,
22310.02,90010,
22311.00,22310,
22311.00,72205,
22312.00,22231,
22312.00,22310,
22312.00,22313,
22312.00,72400,
22313.01,22312,
22313.01,72422,
22313.02,22312,
22313.02,72422,
22313.03,22312,
22313.03,72422,
30010.00,00013,
30010.00,40010,
31100.01,30010,
31100.01,31101,
31100.01,31102,
31100.01,31209,
31100.01,31303,
31100.02,30010,
31100.02,31101,
31100.02,31102,
31100.02,31110,
31100.02,31303,
31100.03,30010,
31100.03,31101,
31100.03,31102,
31100.03,31209,
31100.03,31303,
31100.04,30010,
31100.04,31101,
31100.04,31102,
31100.04,31209,
31100.04,31303,
31100.05,30010,
31100.05,31101,
31100.05,31102,
31100.05,31209,
31100.05,31303,
31100.06,30010,
31100.06,31101,
31100.06,31102,
31100.06,31209,
31100.06,31303,
31100.07,30010,
31100.07,31101,
31100.07,31102,
31100.07,31209,
31100.07,31303,
31100.08,30010,
31100.08,31101,
31100.08,31102,
31100.08,31209,
31100.08,31303,
31100.09,30010,
31100.09,31101,
31100.09,31102,
31100.09,31209,
31100.09,31303,
31100.10,30010,
31100.10,31101,
31100.10,31102,
31100.10,31201,
31100.10,31209,
31100.10,31303,
31100.11,30010,
31100.11,31101,
31100.11,31102,
31100.11,31110,
31100.11,31209,
31100.11,31303,
31100.12,30010,
31100.12,31101,
31100.12,31102,
31100.12,31303,
31100.13,30010,
31100.13,31101,
31100.13,31102,
31100.13,31110,
31100.13,31209,
31100.13,31303,
31100.14,30010,
31100.14,31101,
31100.14,31102,
31100.14,31209,
31100.14,31303,
31101.01,30010,
31101.01,31100,
31101.01,31102,
31101.01,31201,
31101.01,31209,
31101.01,31303,
31101.02,30010,
31101.02,31100,
31101.02,31209,
31101.03,30010,
31101.03,31100,
31101.03,31209,
31101.04,30010,
31101.04,31100,
31101.04,31209,
31101.05,30010,
31101.05,31100,
31101.05,31102,
31101.05,31201,
31101.05,31209,
31101.05,31303,
31102.00,30010,
31102.00,31100,
31102.00,31201,
31102.00,31209,
31102.00,31302,
31102.00,31303,
31103.00,21110,
31103.00,32104,
31110.01,32110,
31110.01,32111,
31110.01,32112,
31110.01,33100,
31110.02,32110,
31110.02,32111,
31110.02,32112,
31110.02,33100,
31110.03,32110,
31110.03,32111,
31110.03,32112,
31110.03,33100,
31110.04,32110,
31110.04,32111,
31110.04,32112,
31110.04,33100,
31111.00,32100,
31112.01,30010,
31112.02,30010,
31120.01,21101,
31120.01,32124,
31120.01,33103,
31120.02,21101,
31120.02,32124,
31120.02,33103,
31204.01,31203,
31204.01,41301,
31204.02,31202,
31204.02,41406,
31209.01,31100,
31209.01,31101,
31209.01,31201,
31209.02,31100,
31209.02,31101,
31209.02,31201,
31209.03,31100,
31209.03,31102,
31209.04,31101,
31300.00,30010,
31301.01,31300,
31301.01,31302,
31301.02,31300,
31301.03,31300,
31301.03,31302,
31301.04,31300,
31301.04,31302,
31301.05,31300,
31301.05,31302,
31301.06,31300,
31301.06,31302,
31302.00,30010,
31302.00,31100,
31302.00,31101,
31302.00,31102,
31302.00,31209,
31302.00,31301,
31302.00,31303,
31303.01,30010,
31303.01,31100,
31303.01,31101,
31303.01,31102,
31303.01,31209,
31303.01,31301,
31303.01,31302,
31303.01,32200,
31303.01,32209,
31303.02,30010,
31303.02,31100,
31303.02,31101,
31303.02,31102,
31303.02,31209,
31303.02,31301,
31303.02,31302,
31303.02,32200,
31303.02,32209,
31303.03,30010,
31303.03,31100,
31303.03,31102,
31303.03,31209,
31303.04,30010,
31303.04,31100,
31303.04,31102,
31303.04,31209,
31303.05,30010,
31303.05,31100,
31303.05,31101,
31303.05,31102,
31303.05,31209,
31303.05,31301,
31303.05,32200,
31303.05,32209,
32100.00,31111,
32100.00,33109,
32100.00,60020,
32101.01,33102,
32101.01,44101,
32101.02,33102,
32103.01,32109,
32103.02,32109,
32103.02,32129,
32103.03,32129,
32104.00,65220,
32109.01,32101,
32109.01,32102,
32109.01,32120,
32109.01,32124,
32109.01,32129,
32109.01,33101,
32109.01,33109,
32109.02,32101,
32109.02,32102,
32109.02,32129,
32109.02,32209,
32109.02,33101,
32109.02,33109,
32109.03,32100,
32109.03,32120,
32109.03,32129,
32109.03,33101,
32109.03,33109,
32109.04,31202,
32109.04,32101,
32109.04,32200,
32109.04,32201,
32109.04,32209,
32109.04,33101,
32109.04,33109,
32109.05,31202,
32109.05,32101,
32109.05,32102,
32109.05,32103,
32109.05,32200,
32109.05,32201,
32109.05,32209,
32109.05,33101,
32109.05,33109,
32110.00,31110,
32110.00,32111,
32110.00,32112,
32110.00,33100,
32111.01,31110,
32111.01,32110,
32111.01,32112,
32111.01,33100,
32111.02,31110,
32111.02,32110,
32111.02,32112,
32111.02,33100,
32112.00,32110,
32112.00,32111,
32112.00,33100,
32120.00,22100,
32120.00,22110,
32120.00,33101,
32121.01,32103,
32121.01,32104,
32121.01,32120,
32121.01,32122,
32121.01,32123,
32121.01,32129,
32121.02,32103,
32121.02,32104,
32121.02,32120,
32121.02,32122,
32121.02,32123,
32121.02,32124,
32121.02,32129,
32121.03,32103,
32121.03,32120,
32121.03,32122,
32121.03,32123,
32121.03,32129,
32121.04,32103,
32121.04,32104,
32121.04,32120,
32121.04,32122,
32121.04,32123,
32121.04,32129,
32122.00,32121,
32124.00,33103,
32129.01,32103,
32129.01,32104,
32129.01,32109,
32129.01,32124,
32129.01,33101,
32129.02,32109,
32129.02,32120,
32129.02,32124,
32129.02,33101,
32129.03,32104,
32129.03,32109,
32129.03,32120,
32129.03,32122,
32129.03,32123,
32129.03,33101,
32129.04,32104,
32129.04,32109,
32129.04,32120,
32129.04,32122,
32129.04,32123,
32129.04,33101,
32200.01,31201,
32200.01,31202,
32200.01,31209,
32200.01,32201,
32200.02,31201,
32200.02,31202,
32200.02,31209,
32200.02,32201,
32201.00,32100,
32201.00,32101,
32201.00,32102,
32201.00,32103,
32201.00,32104,
32201.00,32109,
32201.00,32120,
32201.00,32121,
32201.00,32122,
32201.00,32123,
32201.00,32129,
32201.00,32200,
32201.00,32209,
32209.01,31121,
32209.01,32200,
32209.01,32201,
32209.02,32200,
32209.03,31121,
32209.03,32200,
32209.04,32201,
32209.05,31121,
32209.05,32200,
32209.06,31121,
32209.06,32200,
33100.01,32111,
33100.01,32112,
33100.02,32111,
33100.02,32112,
33101.00,22100,
33101.00,22110,
33101.00,32120,
33102.00,32101,
33102.00,33109,
33103.00,32124,
33109.01,32109,
33109.01,32120,
33109.01,32121,
33109.01,32122,
33109.01,32123,
33109.01,32124,
33109.01,32129,
33109.01,33101,
33109.02,32109,
33109.02,32120,
33109.02,32121,
33109.02,32122,
33109.02,32123,
33109.02,32124,
33109.02,32129,
33109.02,33101,
33109.03,32109,
33109.04,32109,
33109.04,32120,
33109.04,32121,
33109.04,32122,
33109.04,32123,
33109.04,32124,
33109.04,32129,
33109.04,33101,
33109.05,32120,
33109.05,32124,
33109.05,32129,
33109.05,33101,
33109.08,32120,
33109.08,32121,
33109.08,32122,
33109.08,32123,
33109.08,32124,
33109.08,32129,
33109.08,33101,
40010.00,00011,
40010.00,30010,
40010.00,40011,
40010.00,40012,
40010.00,40019,
40010.00,40030,
40010.00,41400,
40010.00,41401,
40010.00,41402,
40010.00,41403,
40010.00,41404,
40010.00,41405,
40010.00,41406,
40010.00,41407,
40010.00,41409,
40011.00,00011,
40011.00,10010,
40011.00,40010,
40011.00,41400,
40011.00,41401,
40011.00,41402,
40011.00,41403,
40011.00,41404,
40011.00,41405,
40011.00,41406,
40011.00,41407,
40011.00,41409,
40012.00,00011,
40012.00,40010,
40012.00,40020,
40012.00,40021,
40012.00,41400,
40012.00,41401,
40012.00,41402,
40012.00,41403,
40012.00,41404,
40012.00,41405,
40012.00,41406,
40012.00,41407,
40012.00,41409,
40019.00,00011,
40019.00,10010,
40019.00,10011,
40019.00,10012,
40019.00,10019,
40019.00,40010,
40019.00,40011,
40019.00,40012,
40019.00,41400,
40019.00,41401,
40019.00,41402,
40019.00,41403,
40019.00,41404,
40019.00,41405,
40019.00,41406,
40019.00,41407,
40019.00,41409,
40020.01,40021,
40020.01,41200,
40020.02,40021,
40020.02,41200,
40020.02,60040,
40020.03,40021,
40020.03,41210,
40020.03,60040,
40021.01,40020,
40021.02,00013,
40021.02,40012,
40021.02,40020,
40021.02,41405,
40030.00,00013,
40030.00,40010,
40040.00,41310,
40040.00,42100,
40040.00,43200,
40040.00,43202,
40041.00,42101,
40042.00,42102,
40042.00,43204,
40042.00,44200,
41200.00,41201,
41200.00,41210,
41200.00,43109,
41201.01,43100,
41201.01,43109,
41201.02,43100,
41201.02,43109,
41210.00,40020,
41210.00,41200,
41210.00,41220,
41210.00,43109,
41220.00,40021,
41220.00,41210,
41220.00,41221,
41220.00,41320,
41220.00,42203,
41220.00,43100,
41220.00,43109,
41221.00,40021,
41221.00,41220,
41221.00,42202,
41221.00,43100,
41300.00,40030,
41300.00,41301,
41300.00,41320,
41300.00,42201,
41301.00,31204,
41301.00,40030,
41301.00,41300,
41301.00,41320,
41301.00,41321,
41301.00,42201,
41302.00,42204,
41310.01,40040,
41310.01,42100,
41310.02,40040,
41310.02,42100,
41310.02,64410,
41311.00,40030,
41311.00,41300,
41311.00,42201,
41311.00,43201,
41320.00,41220,
41320.00,41300,
41320.00,41301,
41320.00,41321,
41321.00,12101,
41321.00,41320,
41400.01,21100,
41400.01,21101,
41400.01,21102,
41400.01,21103,
41400.01,21109,
41400.02,21100,
41400.02,21101,
41400.02,21102,
41400.02,21103,
41400.02,21109,
41400.04,20011,
41400.04,21300,
41400.04,21301,
41400.04,21320,
41400.04,21390,
41400.04,21399,
41400.04,41404,
41400.05,21310,
41401.00,11101,
41401.00,40011,
41401.00,41402,
41402.00,11101,
41402.00,11109,
41402.00,21202,
41402.00,41401,
41403.01,40010,
41403.01,41300,
41403.01,41401,
41403.01,41402,
41403.02,41401,
41403.02,41402,
41403.03,41401,
41403.03,41402,
41403.04,41300,
41403.05,41401,
41403.06,40010,
41403.06,41401,
41403.06,41402,
41403.07,40010,
41403.07,41300,
41403.07,41401,
41403.07,41402,
41404.00,30010,
41404.00,40010,
41404.00,41403,
41404.00,41405,
41404.00,42201,
41405.00,40012,
41405.00,41210,
41405.00,41220,
41405.00,41221,
41405.00,41320,
41406.01,50012,
41406.01,54100,
41406.02,50012,
41406.02,54100,
41406.03,50012,
41406.03,54100,
41407.00,12100,
41407.00,12104,
41407.00,13100,
41407.00,41401,
41407.00,41403,
41407.00,43203,
41409.01,41210,
41409.01,41220,
41409.01,41221,
41409.01,41403,
41409.02,41210,
41409.02,41220,
41409.02,41403,
41409.03,41210,
41409.03,41220,
41409.03,41403,
41409.04,41210,
41409.04,41220,
41409.04,41403,
41409.05,41210,
41409.05,41220,
41409.05,41403,
41409.06,41210,
41409.06,41220,
41409.06,41401,
41409.06,41403,
41409.07,31200,
41409.07,41200,
41409.07,41210,
41409.07,41220,
41409.07,41403,
41409.08,21210,
41409.08,41210,
41409.08,41220,
41409.08,41401,
41409.08,41403,
41409.09,21210,
41409.09,41210,
41409.09,41220,
41409.09,41401,
41409.09,41403,
42100.00,40040,
42100.00,41310,
42100.00,43200,
42100.00,43202,
42101.00,40041,
42102.00,40042,
42102.00,43204,
42102.00,44200,
42200.01,13111,
42200.02,13111,
42200.05,13111,
42200.05,41101,
42200.05,41400,
42201.00,40030,
42201.00,41300,
42201.00,41301,
42201.00,41320,
42201.00,42203,
42202.01,41221,
42202.02,43100,
42204.00,41302,
43100.00,41201,
43100.00,41221,
43100.00,42202,
43100.00,42203,
43100.00,45100,
43109.01,41210,
43109.01,41220,
43109.01,41221,
43109.02,41210,
43109.02,41220,
43109.02,41221,
43109.03,41210,
43109.03,41220,
43109.03,41221,
43109.04,41210,
43109.04,41220,
43109.04,41221,
43200.00,14103,
43200.00,41311,
43200.00,43201,
43201.00,40030,
43201.00,41300,
43201.00,41311,
43202.01,12104,
43202.01,22231,
43202.01,22232,
43202.01,42100,
43202.01,43200,
43202.02,12104,
43202.02,22232,
43202.02,42100,
43202.02,43200,
43202.03,42100,
43202.04,22232,
43202.05,22232,
43202.05,42100,
43202.06,42100,
43202.07,42100,
43202.08,22231,
43202.08,42100,
43203.01,41403,
43203.02,12104,
43203.02,40010,
43203.02,40011,
43204.00,40042,
43204.00,42102,
43204.00,44200,
44100.02,42202,
44101.00,44100,
44200.00,40042,
44200.00,42102,
44200.00,43204,
45100.01,43100,
45100.02,64410,
50010.00,51100,
50010.00,51101,
50010.00,51102,
50011.00,00014,
50011.00,51120,
50012.00,41406,
50012.00,53201,
50012.00,53202,
50012.00,54100,
51110.00,51111,
51110.00,51113,
51111.01,11202,
51111.01,51110,
51111.01,51112,
51111.01,51113,
51111.01,51114,
51111.02,11202,
51111.02,51110,
51111.02,51112,
51111.02,51113,
51111.02,51114,
51111.03,11202,
51111.03,51110,
51111.03,51112,
51111.03,51113,
51111.03,51114,
51112.00,51110,
51112.00,51111,
51112.00,51113,
51112.00,51114,
51112.00,51121,
51113.00,51110,
51113.00,51111,
51113.00,52114,
51113.00,53110,
51114.01,51110,
51114.01,51111,
51114.02,51110,
51114.02,51111,
51114.03,51110,
51114.03,51111,
51114.04,51110,
51114.04,51111,
51120.01,50011,
51120.01,52110,
51120.01,52111,
51120.01,52112,
51120.01,52113,
51120.01,52114,
51120.01,52119,
51120.01,53110,
51120.01,53111,
51120.02,50011,
51120.02,52110,
51120.02,52111,
51120.02,52112,
51120.02,52113,
51120.02,52114,
51120.02,52119,
51120.02,53110,
51120.02,53111,
51120.03,50011,
51120.03,52110,
51120.03,52111,
51120.03,52112,
51120.03,52113,
51120.03,52114,
51120.03,52119,
51120.03,53110,
51120.03,53111,
51120.04,50011,
51120.04,52110,
51120.04,52111,
51120.04,52112,
51120.04,52113,
51120.04,52114,
51120.04,52119,
51120.04,53110,
51120.04,53111,
51120.05,50011,
51120.05,52110,
51120.05,52111,
51120.05,52112,
51120.05,52113,
51120.05,52114,
51120.05,52119,
51120.05,53110,
51120.05,53111,
51120.06,50011,
51120.06,52110,
51120.06,52111,
51120.06,52112,
51120.06,52113,
51120.06,52114,
51120.06,52119,
51120.06,53110,
51120.06,53111,
51120.07,50011,
51120.07,52110,
51120.07,52111,
51120.07,52112,
51120.07,52113,
51120.07,52114,
51120.07,52119,
51120.07,53110,
51120.07,53111,
51121.01,51120,
51121.01,51122,
51121.02,51120,
51121.02,51122,
51121.03,51120,
51121.03,51122,
51122.01,51121,
51122.02,51121,
51122.03,51121,
52100.01,12112,
52100.01,14300,
52100.01,51100,
52100.01,51102,
52100.02,12112,
52100.02,14300,
52100.02,51100,
52100.02,51102,
52110.00,52113,
52110.00,53110,
52111.00,14301,
52111.00,52120,
52111.00,94151,
52112.00,52110,
52112.00,52113,
52112.00,52119,
52113.00,52110,
52113.00,52112,
52113.00,52119,
52114.00,53111,
52119.01,52110,
52119.01,52112,
52119.01,52113,
52119.01,53111,
52119.02,52112,
52119.02,52113,
52119.02,53111,
52119.03,52110,
52119.03,52112,
52119.03,52113,
52119.03,53111,
52119.04,53111,
52119.05,53111,
52119.06,53111,
52119.06,53123,
52119.07,53111,
52120.01,52111,
52120.01,52121,
52120.01,53122,
52120.02,52111,
52120.02,52121,
52120.02,53122,
52121.00,22211,
52121.00,52120,
52121.00,53123,
52121.00,73112,
53100.01,64320,
53100.02,64320,
53100.04,64320,
53110.00,52110,
53111.01,52110,
53111.01,52112,
53111.01,52113,
53111.01,52119,
53111.02,52110,
53111.02,52112,
53111.02,52113,
53111.02,52119,
53111.03,52119,
53111.04,52113,
53111.05,52119,
53111.06,52119,
53111.07,52112,
53111.07,52119,
53120.01,55109,
53120.02,55109,
53121.01,52114,
53121.01,55109,
53121.03,51122,
53121.03,52114,
53121.03,53120,
53121.03,55109,
53122.01,52120,
53122.01,53124,
53122.02,52120,
53122.02,53124,
53123.01,22211,
53123.01,52121,
53123.02,52120,
53123.02,53125,
53123.02,64200,
53124.01,53122,
53124.01,72311,
53124.02,53122,
53124.03,53122,
53124.03,62202,
53124.04,53122,
53124.05,53122,
53124.06,53122,
53124.07,53122,
53124.07,94131,
53124.08,53122,
53124.09,53122,
53125.00,92015,
53200.00,53201,
53200.00,53202,
53201.01,53200,
53201.01,53202,
53201.01,54100,
53201.02,53200,
53201.02,53202,
53201.02,54100,
53202.00,53201,
53202.00,54100,
54100.01,43109,
54100.01,50012,
54100.02,43109,
55109.01,51122,
55109.01,53120,
55109.01,53121,
55109.02,53121,
55109.03,53121,
55109.04,51122,
55109.04,53120,
55109.04,53121,
60010.00,00014,
60010.00,10022,
60010.00,60020,
60010.00,62100,
60020.00,10020,
60020.00,10022,
60020.00,60030,
60020.00,62010,
60030.00,00014,
60030.00,31121,
60030.00,62020,
60030.00,62200,
60031.00,10022,
60031.00,60020,
60031.00,60030,
60031.00,62021,
60031.00,70012,
60040.00,10029,
60040.00,60020,
60040.00,60031,
60040.00,62010,
60040.00,62021,
60040.00,62024,
62010.00,60020,
62020.00,60030,
62020.00,64300,
62021.00,60031,
62021.00,70012,
62022.00,60031,
62022.00,62020,
62023.01,10021,
62023.01,10029,
62023.01,12011,
62023.01,62010,
62023.02,62010,
62024.00,62021,
62024.00,65311,
62029.00,60040,
62029.00,62010,
62029.00,62021,
62029.00,62024,
62100.00,10022,
62100.00,64100,
62100.00,64101,
62101.00,12102,
62200.01,60030,
62200.01,63200,
62200.02,63200,
62200.02,65201,
62200.03,60030,
62200.03,63200,
62201.02,00014,
62201.02,41301,
62201.02,65329,
63100.00,12011,
63100.00,12202,
63101.00,10020,
63101.00,12203,
63102.00,11109,
63102.00,14201,
63102.00,64400,
63200.00,62200,
63200.00,65201,
63211.01,63210,
63211.01,64201,
63211.02,63210,
63211.02,64201,
63211.03,52119,
63211.03,63210,
63211.03,64201,
63211.04,52119,
63211.04,63210,
63211.04,64201,
63211.05,63210,
63211.06,52119,
63211.06,63210,
63211.06,64201,
63211.07,52119,
63211.07,63210,
63211.07,64201,
63221.00,94210,
64100.01,65100,
64100.02,65100,
64101.00,10022,
64101.00,62100,
64101.00,64100,
64200.02,53123,
64200.03,53123,
64201.01,43109,
64201.01,63210,
64201.02,43109,
64201.02,63210,
64201.02,63211,
64201.02,65229,
64201.03,43109,
64201.03,63210,
64201.03,63211,
64300.00,62020,
64300.00,65200,
64301.00,65200,
64310.00,60020,
64311.01,65210,
64311.02,65210,
64311.03,65210,
64312.01,62022,
64312.01,64310,
64312.01,64313,
64312.02,62022,
64312.02,64310,
64312.02,64313,
64312.02,65210,
64312.03,64313,
64312.03,65210,
64313.01,64312,
64313.02,62022,
64313.02,64310,
64313.02,64312,
64314.00,64310,
64320.01,60040,
64320.02,60040,
64321.00,65211,
64322.00,54100,
64322.00,64320,
64400.00,12011,
64400.00,14201,
64400.00,63102,
64400.00,64409,
64401.00,72025,
64401.00,74100,
64401.00,74101,
64401.00,74102,
64409.00,14101,
64409.00,62023,
64409.00,64100,
64409.00,64312,
64409.00,64400,
64410.01,43201,
64410.02,10029,
64410.02,41310,
64410.02,43201,
64410.02,62029,
64410.03,10029,
64410.03,41310,
64410.03,43201,
64410.03,62029,
64410.04,41310,
64410.05,10029,
64410.05,41310,
64410.05,43201,
64410.05,62029,
65100.00,64100,
65100.00,64400,
65100.00,65101,
65101.00,62010,
65102.00,62010,
65102.00,64100,
65102.00,65100,
65102.00,65109,
65102.00,75101,
65109.01,65100,
65109.02,62010,
65109.02,65100,
65109.03,60020,
65109.03,62010,
65109.03,64100,
65109.03,65100,
65200.00,60030,
65200.00,62020,
65200.00,64300,
65201.01,62020,
65201.01,62200,
65201.01,63200,
65201.01,65200,
65201.02,62200,
65201.02,63200,
65201.03,62020,
65201.03,62200,
65201.03,63200,
65201.03,65200,
65201.04,62020,
65201.04,62200,
65201.04,63200,
65201.04,65200,
65202.00,63201,
65202.00,94141,
65210.01,64314,
65210.01,74202,
65210.02,53111,
65210.02,64314,
65210.02,74202,
65210.02,75101,
65210.03,53111,
65210.03,75101,
65211.01,62029,
65211.01,64321,
65211.01,65229,
65211.01,65329,
65211.02,54100,
65211.02,62029,
65211.02,64321,
65211.02,65229,
65211.02,65329,
65220.00,84120,
65229.00,32201,
65229.00,64201,
65310.01,62024,
65310.01,65311,
65310.01,65312,
65310.02,62024,
65310.02,65311,
65310.02,65312,
65311.01,62024,
65311.01,65310,
65311.01,65312,
65311.02,62024,
65311.03,62024,
65311.04,62024,
65311.05,62024,
65312.00,62024,
65312.00,65310,
65312.00,65311,
65312.00,73201,
65320.02,60040,
65320.02,62029,
65320.02,64200,
65329.01,62029,
65329.02,62029,
65329.03,62029,
65329.04,62029,
65329.05,62029,
65329.06,62029,
65329.06,65211,
65329.07,62029,
70010.00,00015,
70010.00,70011,
70011.00,00015,
70011.00,70010,
70012.01,10010,
70012.01,10011,
70012.01,10012,
70012.01,10019,
70012.01,13101,
70012.02,72020,
70020.01,00015,
70020.02,00015,
72010.00,92020,
72010.00,92023,
72012.00,72014,
72013.00,70010,
72013.00,70011,
72013.00,92022,
72014.00,72012,
72014.00,72013,
72021.00,82010,
72024.00,72023,
72025.00,70021,
72100.01,72010,
72100.01,72101,
72100.01,94106,
72100.02,72010,
72100.02,72101,
72100.02,94106,
72101.01,72100,
72101.01,94101,
72101.01,94106,
72101.02,72100,
72101.02,94101,
72101.02,94106,
72102.00,72103,
72102.00,72104,
72102.00,72105,
72102.00,94105,
72103.00,72104,
72103.00,72105,
72103.00,72106,
72104.00,72103,
72104.00,72106,
72104.00,94105,
72105.00,72103,
72105.00,72104,
72200.00,72201,
72200.00,72202,
72200.00,72422,
72201.00,72202,
72202.00,72200,
72202.00,72201,
72202.00,72203,
72202.00,72422,
72203.00,72202,
72203.00,72204,
72204.00,72011,
72204.00,72203,
72204.00,72205,
72205.01,22311,
72205.01,72011,
72205.01,72204,
72205.02,22311,
72205.02,72011,
72205.02,72204,
72205.03,22311,
72205.03,72011,
72205.03,72204,
72205.04,22311,
72205.04,72011,
72205.04,72204,
72205.05,22311,
72205.05,72011,
72205.05,72204,
72300.00,72301,
72300.00,72302,
72301.01,72300,
72301.01,72302,
72301.01,73200,
72301.02,72300,
72301.02,73200,
72302.00,72300,
72302.00,72301,
72302.00,72421,
72310.00,72311,
72310.00,94124,
72311.00,72310,
72311.00,94124,
72320.00,73100,
72320.00,73101,
72400.01,22312,
72400.01,72401,
72400.02,22312,
72400.02,72401,
72401.00,72400,
72404.01,22313,
72404.01,93200,
72404.02,22313,
72404.02,93200,
72405.00,72106,
72405.00,94203,
72405.00,94204,
72410.01,72401,
72410.01,72411,
72410.01,92020,
72410.01,94200,
72410.02,72401,
72410.02,72411,
72410.02,92020,
72410.02,94200,
72410.03,72401,
72410.03,72411,
72410.03,92020,
72410.03,94200,
72411.00,72410,
72411.00,92020,
72420.00,72302,
72420.00,72402,
72421.01,22311,
72421.01,72020,
72421.01,72402,
72421.01,72429,
72421.01,73200,
72421.02,22311,
72421.02,72020,
72421.02,72302,
72421.02,72402,
72421.02,73200,
72422.00,72201,
72422.00,94203,
72423.01,72429,
72423.02,72429,
72429.00,72020,
72429.00,72421,
72429.00,72423,
72500.00,72021,
72500.00,73400,
72500.00,83100,
72501.00,72021,
72501.00,73402,
72501.00,83101,
72600.01,72601,
72600.02,72601,
72601.01,72604,
72601.02,72604,
72601.03,72604,
72602.00,72603,
72602.00,74201,
72602.00,83120,
72603.00,70020,
72603.00,72602,
72603.00,74201,
72604.01,72023,
72604.02,72023,
72999.01,42100,
72999.01,72106,
72999.01,72410,
72999.01,72411,
72999.01,72423,
72999.01,72429,
72999.02,72410,
72999.02,72411,
72999.02,72423,
72999.02,72429,
72999.03,72410,
72999.03,72411,
72999.03,72423,
72999.03,72429,
72999.04,72429,
72999.05,72106,
73100.00,72014,
73100.00,72320,
73100.00,94103,
73101.00,72320,
73101.00,73102,
73102.01,72014,
73102.02,72014,
73102.03,72014,
73111.00,94102,
73112.00,53122,
73112.00,94213,
73200.00,72014,
73200.00,72301,
73200.00,72421,
73201.00,65312,
73201.00,73200,
73201.00,73209,
73209.00,72014,
73300.01,72024,
73300.02,72024,
73300.02,74205,
73300.02,75201,
73301.01,72024,
73301.02,72024,
73301.03,72024,
73310.01,72023,
73310.02,72023,
73311.01,72023,
73311.01,73310,
73311.02,72023,
73400.00,72021,
73400.00,72500,
73400.00,83100,
73400.00,83110,
73401.00,72022,
73402.01,72501,
73402.02,72501,
74100.01,64401,
74100.01,72025,
74100.02,64401,
74100.02,72025,
74100.02,74101,
74100.02,74102,
74101.00,64401,
74101.00,74100,
74101.00,74102,
74102.00,72025,
74102.00,74101,
74102.00,75201,
74200.01,72021,
74200.01,72023,
74200.01,73311,
74200.01,75211,
74200.02,72021,
74200.02,72023,
74200.02,73311,
74200.02,75211,
74201.01,72603,
74201.02,72602,
74201.02,72603,
74201.02,84121,
74202.00,75101,
74203.00,72020,
74203.00,72401,
74203.00,72410,
74204.01,92011,
74204.01,92101,
74204.02,72302,
74204.02,92011,
74205.00,73300,
74205.00,73400,
74205.00,75212,
74205.00,85121,
75101.01,14401,
75101.01,72021,
75101.01,75100,
75101.02,14401,
75101.02,72021,
75101.02,73400,
75101.02,75100,
75110.00,75119,
75110.00,75212,
75119.00,75110,
75200.01,72024,
75200.02,72024,
75201.00,14404,
75201.00,74102,
75210.01,72602,
75210.01,74201,
75210.02,72602,
75210.02,74201,
75210.03,72602,
75210.03,74201,
75210.04,72602,
75210.04,74201,
75211.01,75101,
75211.02,75101,
75212.00,74205,
80010.00,00015,
80010.00,20011,
80010.00,80020,
80010.00,82010,
80010.00,82020,
80010.00,82021,
80010.00,83120,
80020.00,80021,
80020.00,82030,
80021.00,80020,
80021.00,85103,
80022.00,22110,
80022.00,85102,
82010.00,22112,
82010.00,80010,
82010.00,83110,
82010.00,84110,
82010.00,84111,
82021.00,22101,
82021.00,80010,
82021.00,83101,
82021.00,84101,
82030.01,65220,
82030.01,73202,
82030.01,80020,
82030.01,80021,
82030.01,84120,
82030.01,85100,
82030.01,85101,
82030.02,80020,
82030.02,80021,
82031.00,21201,
82031.00,22114,
82031.00,72014,
82031.00,72021,
82031.00,80020,
82031.00,80021,
83100.00,73402,
83100.00,82020,
83100.00,84100,
83100.00,85110,
83101.01,72501,
83101.01,84101,
83101.02,72501,
83101.02,82021,
83101.02,84101,
83110.00,73300,
83110.00,73400,
83110.00,82010,
83110.00,84110,
83110.00,84111,
83120.00,72602,
83120.00,72603,
83120.00,83121,
83121.00,83120,
83121.00,84121,
84100.00,73402,
84100.00,83100,
84100.00,85110,
84101.01,82021,
84101.01,83101,
84101.01,85111,
84101.02,82021,
84101.02,83101,
84101.02,85111,
84110.00,83110,
84110.00,84111,
84110.00,85120,
84111.00,21111,
84111.00,22112,
84111.00,82010,
84111.00,84110,
84111.00,85120,
84120.01,80020,
84120.01,82030,
84120.01,85100,
84120.02,80020,
84120.02,82030,
84120.02,85101,
84121.00,72602,
84121.00,83120,
84121.00,83121,
85100.00,80020,
85100.00,82030,
85100.00,84120,
85101.00,80020,
85101.00,82030,
